#,Name,ClassJobCategory[0],ClassJobCategory[1],MissionTime,MissionReward,SilverStarRequirement,GoldStarRequirement,MissionToDo[0],MissionToDo[1],MissionToDo[2],LockedBehind,WKSMissionSupplyItem,WKSMissionRecipe,PlaceName,SortKey,WKSMissionText,WKSFunction,LevelGroup,Unknown0,WKSMissionLotterySpecialCond,IsSynced,IsSpecialQuest
223,【高難+】製作宇航服,13,0,600,223,980,1080,365,0,0,0,272,224,0,5000,32,3,6,1,3,0,False
224,【高難+】續·製作宇航服,13,0,600,224,980,1080,366,0,0,223,273,225,0,5000,32,3,6,1,0,0,False
225,【高難+】最終步驟·製作宇航服,13,0,420,225,1000,1080,367,0,0,224,274,226,0,5000,32,0,6,1,0,0,False
226, 製作通用型棉線,14,0,0,226,1200,2400,368,0,0,0,275,227,0,0,17,0,1,0,0,1,False
227, 製作急救所需的布料,14,0,0,227,1200,2400,369,0,0,0,276,228,0,0,20,0,1,0,0,1,False
228, 製作採集所需的頭部防具,14,0,0,228,1200,2400,370,0,0,0,277,229,0,0,22,0,1,0,0,1,False
229, 籌備研究所需的材料,14,0,0,229,1200,2400,371,0,0,0,278,230,0,0,29,0,1,0,0,1,False
230, 製作工作所需的通用型細繩,14,0,0,230,1200,2400,372,0,0,0,279,231,0,0,20,0,1,0,0,1,False
231, 製作用於隔離空間的窗簾,14,0,0,231,1200,2400,373,0,0,0,280,232,0,0,19,0,1,0,0,1,False
232, 製作耐熱棉線,14,0,0,232,1200,2400,374,0,0,0,281,233,0,0,17,0,2,0,0,1,False
233, 製作家居服,14,0,0,233,1200,2400,375,0,0,0,282,234,0,0,20,0,2,0,0,1,False
234, 製作通用型毛巾,14,0,0,234,1300,3000,376,0,0,0,283,235,0,0,26,3,2,0,0,1,False
235, 製作複合纖維,14,0,0,235,700,1500,377,0,0,0,284,236,0,0,18,3,2,0,0,1,False
236, 製作醫療設施所需的窗簾,14,0,0,236,1100,2500,378,0,0,0,285,237,0,0,19,3,2,0,0,1,False
237, 籌備宇宙快線所需的基礎物資,14,0,0,237,1200,2250,379,0,0,0,286,238,0,0,28,3,2,0,0,1,False
238, 製作使用了新材料的軟甲褲,14,0,0,238,700,1500,380,0,0,0,287,239,0,0,22,3,2,0,0,1,False
239, 製作工作所需的繩索,14,0,0,239,1600,2400,381,0,0,0,288,240,0,0,20,0,3,0,0,1,False
240, 製作抗菌棉線,14,0,0,240,1600,2400,382,0,0,0,289,241,0,0,17,0,3,0,0,1,False
241, 製作高級窗簾,14,0,0,241,1700,2000,383,0,0,0,290,242,0,0,19,3,3,0,0,1,False
242, 製作搬運物資所需的棉布,14,0,0,242,2700,3000,384,0,0,0,291,243,0,0,31,3,3,0,0,1,False
243, 製作耐磨性優越的複合纖維,14,0,0,243,1600,2400,385,0,0,0,292,244,0,0,18,0,3,0,0,1,False
244, 製作休息所需的物件,14,0,0,244,2700,3000,386,0,0,0,293,245,0,0,30,3,3,0,0,1,False
245, 製作使用了試驗性材料的帽子,14,0,0,245,1000,1300,387,0,0,0,294,246,0,0,22,0,3,0,0,1,False
246, 製作休息所需的軟墊,14,0,0,246,1000,1300,388,0,0,0,295,247,0,0,24,0,3,0,0,1,False
247,製作耐磨性優越的棉線,14,0,1200,247,1800,2400,389,0,0,0,296,248,0,6200,17,0,4,0,0,0,False
248,製作高級複合纖維,14,0,1200,248,2300,3000,390,0,0,0,297,249,0,6200,18,3,4,0,0,0,False
249,製作臥室使用的高級窗簾,14,0,0,249,700,1000,391,0,0,0,298,250,0,6200,19,3,4,0,0,0,False
250,製作急救所需的繃帶,14,0,1200,250,700,1000,392,0,0,0,299,251,0,6200,20,3,4,0,0,0,False
251,檢驗月面植物的加工方法,14,0,1200,251,2600,3000,393,0,0,0,300,252,0,6200,21,3,4,0,0,0,False
252,【高難】進行試驗所需材料的最終檢驗,14,0,1200,252,2500,3000,394,0,0,0,301,253,0,6100,22,3,5,0,0,0,False
253,【高難】製作裁縫所需的材料,14,0,1200,253,840,1000,395,0,0,0,302,254,0,6100,23,3,5,0,0,0,False
254,【高難】製作休息所需的軟墊套裝,14,0,1200,254,840,1000,396,0,0,0,303,255,0,6100,24,3,5,2,0,0,False
255,【高難】製作鄉情家具,14,0,1200,255,2800,3000,397,0,0,0,304,256,0,6100,25,3,5,1,14,0,False
256,【高難+】製作工作使用的防寒帽,14,0,420,256,560,880,398,0,0,0,305,257,0,6000,26,0,6,0,14,0,False
257,【高難+】製作工匠使用的工作服,14,0,330,257,560,880,399,0,0,0,306,258,0,6000,27,0,6,0,13,0,False
258,製作宇宙快線所需的材料,14,0,1200,258,2300,3000,400,0,0,0,307,259,0,6200,28,3,4,0,0,0,False
259,【高難】續·製作宇宙快線所需的材料,14,0,1200,259,2500,3000,401,0,0,258,308,260,0,6100,28,3,5,0,0,0,False
260,籌備具有特殊性質的材料,14,0,1200,260,1000,1600,402,0,0,0,309,261,0,6200,29,0,4,0,0,0,False
261,【高難】續·籌備具有特殊性質的材料,14,0,1200,261,1000,1600,403,0,0,260,310,262,0,6100,29,0,5,0,0,0,False
262,【高難+】製作研究所需的大型材料,14,0,300,262,1000,1600,404,0,0,261,311,263,0,6000,29,0,6,0,0,0,False
263,【高難】製作休息設施所需的材料,14,0,1200,263,850,1000,405,0,0,0,312,264,0,6100,30,3,5,0,0,0,False
264,【高難+】製作休息設施所需的家具,14,0,240,264,900,1000,406,0,0,263,313,265,0,6000,30,3,6,2,0,0,False
265,製作貨物包裝材料,14,0,1200,265,2300,3000,407,0,0,0,314,266,0,6200,31,3,4,0,11,0,False
266,【高難】續·製作貨物包裝材料,14,0,1200,266,2500,3000,408,0,0,265,315,267,0,6100,31,3,5,1,0,0,False
267,【高難+】製作月球車所需的貨物包裝材料,14,0,270,267,2700,3000,409,0,0,266,316,268,0,6000,31,3,6,2,0,0,False
268,【高難+】製作飛船制服,14,0,600,268,980,1080,410,0,0,0,317,269,0,6000,32,3,6,1,5,0,False
269,【高難+】續·製作飛船制服,14,0,600,269,980,1080,411,0,0,268,318,270,0,6000,32,3,6,1,0,0,False
270,【高難+】最終步驟·製作飛船制服,14,0,420,270,1000,1080,412,0,0,269,319,271,0,6000,32,0,6,1,0,0,False
271, 製作通用型磚塊,15,0,0,271,1200,2400,413,0,0,0,320,272,0,0,33,0,1,0,0,1,False
272, 製作使用了採集物的調料,15,0,0,272,1200,2400,414,0,0,0,321,273,0,0,40,0,1,0,0,1,False
273, 製作建築材料的黏著劑,15,0,0,273,1200,2400,415,0,0,0,322,274,0,0,34,0,1,0,0,1,False
274, 為施工人員提供營養補給,15,0,0,274,1200,2400,416,0,0,0,323,275,0,0,35,0,1,0,0,1,False
275, 製作水性黏著劑,15,0,0,275,1200,2400,417,0,0,0,324,276,0,0,36,0,1,0,0,1,False
276, 支援藥餌的製作研究,15,0,0,276,1200,2400,418,0,0,0,325,277,0,0,46,0,1,0,0,1,False
277, 製作耐熱磚塊,15,0,0,277,1200,2400,419,0,0,0,326,278,0,0,33,0,2,0,0,1,False
278, 製作健康飲料,15,0,0,278,1200,2400,420,0,0,0,327,279,0,0,35,0,2,0,0,1,False
279, 製作建材所需的塗料,15,0,0,279,1300,3000,421,0,0,0,328,280,0,0,33,3,2,0,0,1,False
280, 製作傳統型地板材料,15,0,0,280,700,1500,422,0,0,0,329,281,0,0,41,3,2,0,0,1,False
281, 製作夜間照明家具,15,0,0,281,1100,2500,423,0,0,0,330,282,0,0,36,3,2,0,0,1,False
282, 開發緊急情況使用的儲備糧,15,0,0,282,1200,2250,424,0,0,0,331,283,0,0,39,3,2,0,0,1,False
283, 試製新時代飲料,15,0,0,283,700,1500,425,0,0,0,332,284,0,0,47,3,2,0,0,1,False
284, 製作使用了月面植物的調料,15,0,0,284,1600,2400,426,0,0,0,333,285,0,0,39,0,3,0,0,1,False
285, 製作防水磚塊,15,0,0,285,1600,2400,427,0,0,0,334,286,0,0,33,0,3,0,0,1,False
286, 補充研究所需的藥品,15,0,0,286,1700,2000,428,0,0,0,335,287,0,0,43,3,3,0,0,1,False
287, 製作鍊金藥所需的聖水,15,0,0,287,2700,3000,429,0,0,0,336,288,0,0,42,3,3,0,0,1,False
288, 製作使用了月面材料的地板材料,15,0,0,288,1600,2400,430,0,0,0,337,289,0,0,41,0,3,0,0,1,False
289, 製作優質營養劑,15,0,0,289,2700,3000,431,0,0,0,338,290,0,0,35,3,3,0,0,1,False
290, 製作小型庭園,15,0,0,290,1000,1300,432,0,0,0,339,291,0,0,41,0,3,0,0,1,False
291, 製作使用了月面植物的賞葉植物,15,0,0,291,1000,1300,433,0,0,0,340,292,0,0,40,0,3,0,0,1,False
292,製作防水磚塊,15,0,1200,292,1800,2400,434,0,0,0,341,293,0,7200,33,0,4,0,0,0,False
293,製作優質黏著劑,15,0,1200,293,2300,3000,435,0,0,0,342,294,0,7200,34,3,4,0,0,0,False
294,製作營養調整劑,15,0,0,294,700,1000,436,0,0,0,343,295,0,7200,35,3,4,0,0,0,False
295,製作食堂所需的器皿,15,0,1200,295,700,1000,437,0,0,0,344,296,0,7200,37,3,4,0,0,0,False
296,檢驗月面水產品的加工方法,15,0,1200,296,2600,3000,438,0,0,0,345,297,0,7200,38,3,4,0,0,0,False
297,【高難】製作儲備飲料,15,0,1200,297,2500,3000,439,0,0,0,346,298,0,7100,39,3,5,0,0,0,False
298,【高難】支援化妝品的製作研究,15,0,1200,298,840,1000,440,0,0,0,347,299,0,7100,40,3,5,0,0,0,False
299,【高難】重現賞葉家具,15,0,1200,299,840,1000,441,0,0,0,348,300,0,7100,41,3,5,2,0,0,False
300,【高難】製作工匠所需的複方藥,15,0,1200,300,2800,3000,442,0,0,0,349,301,0,7100,42,3,5,1,13,0,False
301,【高難+】製作防鏽加工塗料,15,0,420,301,560,880,443,0,0,0,350,302,0,7000,36,0,6,0,13,0,False
302,【高難+】製作儲備藥品,15,0,330,302,560,880,444,0,0,0,351,303,0,7000,43,0,6,0,14,0,False
303,驗證藥材的研究成果,15,0,1200,303,2300,3000,445,0,0,0,352,304,0,7200,44,3,4,0,0,0,False
304,【高難】續·驗證藥材的研究成果,15,0,1200,304,2500,3000,446,0,0,303,353,305,0,7100,44,3,5,0,0,0,False
305,兔兔族居住環境改善實驗,15,0,1200,305,1000,1600,447,0,0,0,354,306,0,7200,45,0,4,0,0,0,False
306,【高難】續·兔兔族居住環境改善實驗,15,0,1200,306,1000,1600,448,0,0,305,355,307,0,7100,45,0,5,0,0,0,False
307,【高難+】改善兔兔族居住環境,15,0,300,307,1000,1600,449,0,0,306,356,308,0,7000,45,0,6,0,0,0,False
308,【高難】製作養殖所需的魚餌,15,0,1200,308,850,1000,450,0,0,0,357,309,0,7100,46,3,5,0,0,0,False
309,【高難+】續·製作養殖所需的魚餌,15,0,240,309,900,1000,451,0,0,308,358,310,0,7000,46,3,6,2,0,0,False
310,製作高營養價值的果凍飲料材料,15,0,1200,310,2300,3000,452,0,0,0,359,311,0,7200,47,3,4,0,1,0,False
311,【高難】續·製作高營養價值的果凍飲料材料,15,0,1200,311,2500,3000,453,0,0,310,360,312,0,7100,47,3,5,1,0,0,False
312,【高難+】製作高營養價值的果凍飲料,15,0,270,312,2700,3000,454,0,0,311,361,313,0,7000,47,3,6,2,0,0,False
313,【高難+】製作五顏六色的鍊金藥,15,0,600,313,980,1080,455,0,0,0,362,314,0,7000,48,3,6,1,7,0,False
314,【高難+】續·製作五顏六色的鍊金藥,15,0,600,314,980,1080,456,0,0,313,363,315,0,7000,48,3,6,1,0,0,False
315,【高難+】最終步驟·製作五顏六色的鍊金藥,15,0,420,315,1000,1080,457,0,0,314,364,316,0,7000,48,0,6,1,0,0,False
316, 製作通用型潤滑油,16,0,0,316,1200,2400,458,0,0,0,365,317,0,0,33,0,1,0,0,1,False
317, 製作使用了採集物的調料,16,0,0,317,1200,2400,459,0,0,0,366,318,0,0,40,0,1,0,0,1,False
318, 製作建築材料的黏著劑,16,0,0,318,1200,2400,460,0,0,0,367,319,0,0,34,0,1,0,0,1,False
319, 檢驗水產品的營養凝縮方法,16,0,0,319,1200,2400,461,0,0,0,368,320,0,0,35,0,1,0,0,1,False
320, 製作水性墨水,16,0,0,320,1200,2400,462,0,0,0,369,321,0,0,36,0,1,0,0,1,False
321, 支援藥餌的製作研究,16,0,0,321,1200,2400,463,0,0,0,370,322,0,0,46,0,1,0,0,1,False
322, 製作耐熱潤滑油,16,0,0,322,1200,2400,464,0,0,0,371,323,0,0,33,0,2,0,0,1,False
323, 製作營養配比食品,16,0,0,323,1200,2400,465,0,0,0,372,324,0,0,35,0,2,0,0,1,False
324, 製作建材所需的塗料,16,0,0,324,1300,3000,466,0,0,0,373,325,0,0,33,3,2,0,0,1,False
325, 製作便攜食品,16,0,0,325,700,1500,467,0,0,0,374,326,0,0,41,3,2,0,0,1,False
326, 加工高營養價值的水產食品,16,0,0,326,1100,2500,468,0,0,0,375,327,0,0,36,3,2,0,0,1,False
327, 開發緊急情況使用的儲備糧,16,0,0,327,1200,2250,469,0,0,0,376,328,0,0,39,3,2,0,0,1,False
328, 重現不可或缺的完美食品,16,0,0,328,700,1500,470,0,0,0,377,329,0,0,47,3,2,0,0,1,False
329, 試製新型儲備糧,16,0,0,329,1600,2400,471,0,0,0,378,330,0,0,39,0,3,0,0,1,False
330, 製作防水潤滑油,16,0,0,330,1600,2400,472,0,0,0,379,331,0,0,33,0,3,0,0,1,False
331, 試製新時代飲料,16,0,0,331,1700,2000,473,0,0,0,380,332,0,0,43,3,3,0,0,1,False
332, 製作慰勞用的菜餚,16,0,0,332,2700,3000,474,0,0,0,381,333,0,0,42,3,3,0,0,1,False
333, 製作使用了月面水產品的家鄉菜,16,0,0,333,1600,2400,475,0,0,0,382,334,0,0,41,0,3,0,0,1,False
334, 調整月面採集物的營養價值,16,0,0,334,2700,3000,476,0,0,0,383,335,0,0,35,3,3,0,0,1,False
335, 檢驗麵包房的出品品質,16,0,0,335,1000,1300,477,0,0,0,384,336,0,0,41,0,3,0,0,1,False
336, 加工食用蘑菇,16,0,0,336,1000,1300,478,0,0,0,385,337,0,0,40,0,3,0,0,1,False
337,製作防水潤滑油,16,0,1200,337,1800,2400,479,0,0,0,386,338,0,8200,33,0,4,0,0,0,False
338,製作優質黏著劑,16,0,1200,338,2300,3000,480,0,0,0,387,339,0,8200,34,3,4,0,0,0,False
339,製作補充營養的飲料,16,0,0,339,700,1000,481,0,0,0,388,340,0,8200,35,3,4,0,0,0,False
340,製作食堂所需的器皿,16,0,1200,340,700,1000,482,0,0,0,389,341,0,8200,37,3,4,0,0,0,False
341,檢驗月面水產品的加工方法,16,0,1200,341,2600,3000,483,0,0,0,390,342,0,8200,38,3,4,0,0,0,False
342,【高難】新型儲備糧的量產計畫,16,0,1200,342,2500,3000,484,0,0,0,391,343,0,8100,39,3,5,0,0,0,False
343,【高難】檢驗重現薩雷安食品的方法,16,0,1200,343,840,1000,485,0,0,0,392,344,0,8100,40,3,5,0,0,0,False
344,【高難】重現屋外食用的簡餐,16,0,1200,344,840,1000,486,0,0,0,393,345,0,8100,41,3,5,2,0,0,False
345,【高難】製作便攜營養劑,16,0,1200,345,2800,3000,487,0,0,0,394,346,0,8100,42,3,5,1,14,0,False
346,【高難+】燻製水產品,16,0,420,346,560,880,488,0,0,0,395,347,0,8000,36,0,6,0,13,0,False
347,【高難+】燻製動物肉,16,0,330,347,560,880,489,0,0,0,396,348,0,8000,43,0,6,0,14,0,False
348,為工作人員做飯,16,0,1200,348,2300,3000,490,0,0,0,397,349,0,8200,44,3,4,0,0,0,False
349,【高難】續·為工作人員做飯,16,0,1200,349,2500,3000,491,0,0,348,398,350,0,8100,44,3,5,0,0,0,False
350,兔兔族飲食生活改善實驗,16,0,1200,350,1000,1600,492,0,0,0,399,351,0,8200,45,0,4,0,0,0,False
351,【高難】續·兔兔族飲食生活改善實驗,16,0,1200,351,1000,1600,493,0,0,350,400,352,0,8100,45,0,5,0,0,0,False
352,【高難+】改善兔兔族飲食生活,16,0,300,352,1000,1600,494,0,0,351,401,353,0,8000,45,0,6,0,0,0,False
353,【高難】製作養殖所需的魚餌,16,0,1200,353,850,1000,495,0,0,0,402,354,0,8100,46,3,5,0,0,0,False
354,【高難+】續·製作養殖所需的魚餌,16,0,240,354,900,1000,496,0,0,353,403,355,0,8000,46,3,6,2,0,0,False
355,製作高營養價值的食材,16,0,1200,355,2300,3000,497,0,0,0,404,356,0,8200,47,3,4,0,3,0,False
356,【高難】續·製作高營養價值的食材,16,0,1200,356,2500,3000,498,0,0,355,405,357,0,8100,47,3,5,1,0,0,False
357,【高難+】製作高營養價值的食品,16,0,270,357,2700,3000,499,0,0,356,406,358,0,8000,47,3,6,2,0,0,False
358,【高難+】製作完美食品,16,0,600,358,980,1080,500,0,0,0,407,359,0,8000,48,3,6,1,9,0,False
359,【高難+】續·製作完美食品,16,0,600,359,980,1080,501,0,0,358,408,360,0,8000,48,3,6,1,0,0,False
360,【高難+】最終步驟·製作完美食品,16,0,420,360,1000,1080,502,0,0,359,409,361,0,8000,48,0,6,1,0,0,False
361, 基地周邊的地質調查,17,0,600,361,1550,1700,53,0,0,0,0,0,5220,0,54,0,1,0,0,1,False
362, 基地西北方的資源調查,17,0,600,362,1550,1700,54,0,0,0,0,0,5220,0,60,0,1,0,0,1,False
363, 協助調查施工標準,17,0,600,363,4920,5020,55,0,0,0,0,0,5220,0,50,0,1,0,0,1,False
364, 籌備試驗性淨水材料,17,0,600,364,4920,5020,56,0,0,0,0,0,5220,0,62,0,1,0,0,1,False
365, 採集通用型裝甲板的材料,17,0,600,365,1550,1700,57,0,0,0,0,0,5220,0,51,0,1,0,0,1,False
366, 採集空氣淨化器所需的材料,17,0,600,366,1550,1700,58,0,0,0,0,0,5220,0,63,0,1,0,0,1,False
367, 渴望灣內側的地質調查,17,0,600,367,1550,1900,59,0,0,0,0,0,5226,0,54,0,2,0,0,1,False
368, 採集加工所需的金屬材料,17,0,600,368,4920,5270,60,0,0,0,0,0,5230,0,50,0,2,0,0,1,False
369, 採集厚型裝甲板所需的材料,17,0,600,369,1550,1900,61,0,0,0,0,0,5226,0,51,0,2,0,0,1,False
370, 協助實驗連續採集技術,17,0,600,370,850,1050,62,0,0,0,0,0,5230,0,52,0,2,0,0,1,False
371, 協助實驗材料獲取技術,17,0,600,371,2000,2600,63,0,0,0,0,0,5230,0,53,0,2,0,0,1,False
372, 調查隕鐵材料的新採集場,17,0,600,372,2850,3550,64,0,0,0,0,0,5226,0,60,0,2,0,0,1,False
373, 採集淨水裝置所需的材料,17,0,600,373,120,140,65,0,0,0,0,0,5226,0,62,3,2,0,0,1,False
374, 渴望灣外側的地質調查,17,0,600,374,1550,1950,66,0,0,0,0,0,5221,0,54,0,3,0,0,1,False
375, 採集防水耐熱材料,17,0,600,375,4920,5320,67,0,0,0,0,0,5221,0,50,0,3,0,0,1,False
376, 採集薄型裝甲板所需的材料,17,0,600,376,1550,1950,68,0,0,0,0,0,5232,0,51,0,3,0,0,1,False
377, 連續採集月黃銅礦,17,0,600,377,850,1050,69,0,0,0,0,0,5221,0,52,0,3,0,0,1,False
378, 技術研究計畫的發展,17,0,600,378,2000,2600,70,0,0,0,0,0,5232,0,53,0,3,0,0,1,False
379, 籌備能量發生裝置所需的材料,17,0,600,379,2850,3550,71,0,0,0,0,0,5221,0,61,0,3,0,0,1,False
380, 採集精密加工所需的材料,17,0,600,380,130,150,72,0,0,0,0,0,5221,0,58,3,3,0,0,1,False
381, 修繕所需的優質材料,17,0,600,381,4400,4600,73,0,0,0,0,0,5232,0,55,4,3,0,0,1,False
382,採集加工合金所需的材料,17,0,600,382,2800,3200,74,0,0,0,0,0,5221,9200,49,0,4,0,0,0,False
383,窪地地帶的採集工作,17,0,600,383,4800,5100,75,0,0,0,0,0,5226,9200,50,0,4,0,0,0,False
384,採集特殊裝甲板材料,17,0,600,384,3000,3400,76,0,0,0,0,0,5230,9200,51,0,4,0,0,0,False
385,連續採集月鉻鐵礦,17,0,600,385,2350,2950,77,0,0,0,0,0,5220,9200,52,0,4,0,0,0,False
386,獲取隕鐵材料的技術調查,17,0,600,386,4000,5200,78,0,0,0,0,0,5226,9200,53,0,4,0,0,0,False
387,【高難】精密地質調查,17,0,600,387,2850,3250,79,0,0,0,0,0,5226,9100,54,0,5,0,0,0,False
388,【高難】提取鍊金藥所需的精選材料,17,0,600,388,1750,1950,80,0,0,0,0,0,5220,9100,55,4,5,0,0,0,False
389,【高難】渴望灣西南部的資源量調查,17,0,600,389,1160,1680,81,0,0,0,0,0,5223,9100,56,3,5,1,0,0,False
390,【高難】月底的精密調查,17,0,600,390,900,1100,82,0,0,0,0,0,5234,9100,57,3,5,2,14,0,False
391,【高難+】回收稀有材料,17,0,300,391,900,1300,83,0,0,0,0,0,5221,9000,58,4,6,0,13,0,False
392,【高難+】採集輔助加工的材料,17,0,300,392,1310,1680,84,0,0,0,0,0,5230,9000,59,3,6,0,14,0,False
393,調查基地周邊的新資源,17,0,600,393,2800,3200,85,0,0,0,0,0,5220,9200,60,0,4,0,0,0,False
394,【高難】調查基地周邊的新資源,17,0,600,394,2350,2950,86,0,0,393,0,0,5226,9100,60,0,5,0,0,0,False
395,籌備高能量發生裝置所需的材料,17,0,600,395,4800,5100,87,0,0,0,0,0,5230,9200,61,0,4,0,0,0,False
396,【高難】籌備高能量發生裝置所需的材料,17,0,600,396,4200,5400,88,0,0,395,0,0,5221,9100,61,0,5,0,0,0,False
397,【高難+】籌備高能量發生裝置所需的材料,17,0,180,397,900,1200,89,0,0,396,0,0,5232,9000,61,3,6,0,0,0,False
398,【高難】採集精密淨水裝置所需的材料,17,0,600,398,3000,3400,90,0,0,0,0,0,5226,9100,62,0,5,0,0,0,False
399,【高難+】採集精密淨水裝置所需的材料,17,0,180,399,1750,2100,91,0,0,398,0,0,5234,9000,62,4,6,2,0,0,False
400,採集精密空氣淨化裝置所需的材料,17,0,600,400,3000,3400,92,0,0,0,0,0,5220,9200,63,0,4,0,2,0,False
401,【高難+】採集精密空氣淨化裝置所需的材料,17,0,180,401,7000,7950,93,0,0,402,0,0,5234,9100,63,0,6,2,0,0,False
402,【高難】採集精密空氣淨化裝置所需的材料,17,0,600,402,900,1100,94,0,0,400,0,0,5223,9000,63,3,5,1,0,0,False
403,【高難+】傳承錄級材料的採集調查,17,0,300,403,900,1300,95,0,0,0,0,0,5223,9000,64,4,6,1,8,0,False
404,【高難+】傳承錄級材料的採集調查 II,17,0,300,404,1330,1730,96,0,0,403,0,0,5223,9000,64,3,6,1,0,0,False
405,【高難+】傳承錄級材料的採集調查 III,17,0,180,405,1800,2250,97,0,0,404,0,0,5223,9000,64,4,6,1,0,0,False
406, 基地周邊的地質調查,18,0,600,406,1550,1700,98,0,0,0,0,0,5220,0,54,0,1,0,0,1,False
407, 基地東側的資源調查,18,0,600,407,1550,1700,99,0,0,0,0,0,5220,0,60,0,1,0,0,1,False
408, 協助調查施工標準,18,0,600,408,4920,5020,100,0,0,0,0,0,5220,0,50,0,1,0,0,1,False
409, 籌備試驗性淨水材料,18,0,600,409,4920,5020,101,0,0,0,0,0,5220,0,62,0,1,0,0,1,False
410, 採集通用型纖維板的材料,18,0,600,410,1550,1700,102,0,0,0,0,0,5220,0,51,0,1,0,0,1,False
411, 採集空氣淨化器所需的材料,18,0,600,411,1550,1700,103,0,0,0,0,0,5220,0,63,0,1,0,0,1,False
412, 渴望灣內側的地質調查,18,0,600,412,1550,1900,104,0,0,0,0,0,5227,0,54,0,2,0,0,1,False
413, 採集加工所需的纖維,18,0,600,413,4920,5270,105,0,0,0,0,0,5220,0,50,0,2,0,0,1,False
414, 採集薄型纖維板所需的材料,18,0,600,414,1550,1900,106,0,0,0,0,0,5227,0,51,0,2,0,0,1,False
415, 協助實驗連續採集技術,18,0,600,415,850,1050,107,0,0,0,0,0,5220,0,52,0,2,0,0,1,False
416, 協助實驗材料獲取技術,18,0,600,416,2000,2600,108,0,0,0,0,0,5220,0,53,0,2,0,0,1,False
417, 調查木材的新採集場,18,0,600,417,2850,3550,109,0,0,0,0,0,5227,0,60,0,2,0,0,1,False
418, 採集淨水裝置所需的材料,18,0,600,418,120,140,110,0,0,0,0,0,5227,0,62,3,2,0,0,1,False
419, 渴望灣外側的地質調查,18,0,600,419,1550,1950,111,0,0,0,0,0,5222,0,54,0,3,0,0,1,False
420, 採集隔熱材料,18,0,600,420,4920,5320,112,0,0,0,0,0,5222,0,50,0,3,0,0,1,False
421, 採集厚型纖維板所需的材料,18,0,600,421,1550,1950,113,0,0,0,0,0,5222,0,51,0,3,0,0,1,False
422, 連續採集藍色纖維材料,18,0,600,422,850,1050,114,0,0,0,0,0,5222,0,52,0,3,0,0,1,False
423, 技術研究計畫的發展,18,0,600,423,2000,2600,115,0,0,0,0,0,5222,0,53,0,3,0,0,1,False
424, 籌備能量發生裝置所需的材料,18,0,600,424,2850,3550,116,0,0,0,0,0,5222,0,61,0,3,0,0,1,False
425, 採集精密加工所需的材料,18,0,600,425,130,150,117,0,0,0,0,0,5222,0,58,3,3,0,0,1,False
426, 修繕所需的優質材料,18,0,600,426,4400,4600,118,0,0,0,0,0,5222,0,55,4,3,0,0,1,False
427,採集新型鞣料,18,0,600,427,2800,3200,119,0,0,0,0,0,5222,10200,49,0,4,0,0,0,False
428,植物實驗地帶的採集工作,18,0,600,428,4800,5100,120,0,0,0,0,0,5227,10200,50,0,4,0,0,0,False
429,採集纖維板材料,18,0,600,429,3000,3400,121,0,0,0,0,0,5220,10200,51,0,4,0,0,0,False
430,連續採集月球菌類,18,0,600,430,2350,2950,122,0,0,0,0,0,5220,10200,52,0,4,0,0,0,False
431,獲取纖維材料的技術調查,18,0,600,431,4000,5200,123,0,0,0,0,0,5227,10200,53,0,4,0,0,0,False
432,【高難】精密地質調查,18,0,600,432,2850,3250,124,0,0,0,0,0,5227,10100,54,0,5,0,0,0,False
433,【高難】提取鍊金藥所需的精選材料,18,0,600,433,1750,1950,125,0,0,0,0,0,5220,10100,55,4,5,0,0,0,False
434,【高難】渴望灣西南部的資源量調查,18,0,600,434,1160,1680,126,0,0,0,0,0,5233,10100,56,3,5,1,0,0,False
435,【高難】月底的精密調查,18,0,600,435,900,1100,127,0,0,0,0,0,5236,10100,57,3,5,2,13,0,False
436,【高難+】回收稀有材料,18,0,300,436,900,1300,128,0,0,0,0,0,5222,10000,58,4,6,0,14,0,False
437,【高難+】採集輔助加工的材料,18,0,300,437,1310,1680,129,0,0,0,0,0,5220,10000,59,3,6,0,13,0,False
438,調查基地周邊的新資源,18,0,600,438,2800,3200,130,0,0,0,0,0,5227,10200,60,0,4,0,0,0,False
439,【高難】調查基地周邊的新資源,18,0,600,439,2350,2950,131,0,0,438,0,0,5220,10100,60,0,5,0,0,0,False
440,籌備高能量發生裝置所需的材料,18,0,600,440,4800,5100,132,0,0,0,0,0,5220,10200,61,0,4,0,0,0,False
441,【高難】籌備高能量發生裝置所需的材料,18,0,600,441,4200,5400,133,0,0,440,0,0,5222,10100,61,0,5,0,0,0,False
442,【高難+】籌備高能量發生裝置所需的材料,18,0,180,442,900,1200,134,0,0,441,0,0,5222,10000,61,3,6,0,0,0,False
443,【高難】採集精密淨水裝置所需的材料,18,0,600,443,3000,3400,135,0,0,0,0,0,5220,10100,62,0,5,0,0,0,False
444,【高難+】採集精密淨水裝置所需的材料,18,0,180,444,1750,2100,136,0,0,443,0,0,5236,10000,62,4,6,2,0,0,False
445,採集精密空氣淨化裝置所需的材料,18,0,600,445,3000,3400,137,0,0,0,0,0,5227,10200,63,0,4,0,6,0,False
446,【高難+】採集精密空氣淨化裝置所需的材料,18,0,180,446,7000,7950,138,0,0,447,0,0,5236,10100,63,0,6,2,0,0,False
