#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
153,"/搜尋命令(/搜尋) 條件
/search、/sea
以指定條件搜尋玩家，並將結果顯示在玩家搜尋視窗中。
>>條件(※可以指定多種條件，順序不限。)
【指定玩家姓名】
**名字(name) 玩家名**
　將指定的部分作為玩家的名字進行搜尋。
【指定在線狀態】
隊長(leader)　離開(away)　忙碌(busy)　任務中(contents)　劇情中(event)　希望組隊(lookingforparty)　接受鑲嵌魔晶石請求(lookingformeld)　隊員招募中(recruit)　新人(beginner)　指導者(mentor)　戰鬥指導者(pvementor)　製作採集指導者(tradementor)　PvP指導者(pvpmentor)　角色扮演中(roleplay)　回歸者(returner)
【指定職業】
劍術士(GLA)　格鬥士(PGL)　斧術士(MRD)　槍術士(LNC)　弓術士(ARC)　幻術士(CNJ)　雙劍士(ROG)　咒術士(THM)　巴術士(ACN)　木工師(CRP)　鍛造師(BSM)　甲冑師(ARM)　金工師(GSM)　皮革師(LTW)　裁縫師(WVR)　鍊金術師(ALC)　烹調師(CUL)　採掘師(MIN)　園藝師(BTN)　漁師(FSH)　騎士(PLD)　武僧(MNK)　戰士(WAR)　龍騎士(DRG)　吟遊詩人(BRD)　忍者(NIN)　白魔道士(WHM)　黑魔道士(BLM)　召喚士(SMN)　學者(SCH)　暗黑騎士(DRK)　占星術師(AST)　機工士(MCH)　武士(SAM)　赤魔道士(RDM)　青魔道士(BLU)　絕槍戰士(GNB)　舞者(DNC)　奪魂者(RPR)　賢者(SGE)　毒蛇劍士(VPR)　繪靈法師(PCT)
　※省略該條件會默認為以所有職業為對象進行搜尋。
【指定等級】
**數字**
　以指定數字等級作為條件進行搜尋。
**數字-數字**
　將兩個數字以半角橫線進行連接，會以兩個數字之間的等級範圍內進行搜尋。
　※省略該條件會默認以全等級為範圍進行搜尋。
【指定所屬軍隊】
黑渦團(Maelstrom)　雙蛇黨(Order of the Twin Adder)　不滅隊(Immortal Flames)
　※指令中使用英文名字時需要用半角雙引號將帶有空格的軍隊名引用起來。
【指定地點】
全世界(world)　利姆薩·羅敏薩(Limsa Lominsa)　格里達尼亞(Gridania)　烏爾達哈(Ul'dah)　金碟遊樂園(The Gold Saucer)　狼獄(The Wolves' Den)　伊修加爾德(Ishgard)　田園郡(Idyllshire)　黃金港(Kugane)　神拳痕(Rhalgr's Reach)　水晶都(The Crystarium)　遊末邦(Eulmore)　舊薩雷安(Old Sharlayan)　拉札漢(Radz-at-Han)　圖萊尤拉(Tuliyollal)　九號解決方案(Solution Nine)　拉諾西亞(La Noscea)　黑衣森林(The Black Shroud)　薩納蘭(Thanalan)　庫爾札斯(Coerthas)　摩杜納(Mor Dhona)　阿巴拉提亞(Abalathia)　德拉瓦尼亞(Dravania)　基拉巴尼亞(Gyr Abania)　奧薩德(Othard)　諾弗蘭特(Norvrandt)　薩維奈島(Thavnair)　加雷馬(Garlemald)　迷津(Labyrinthos)　尤卡圖拉爾(Yok Tural)　薩卡圖拉爾(Xak Tural)　其他區域
　※省略該條件會默認為以全世界為對象進行搜尋，使用英文名字時需要用半角雙引號將帶有空格的地名引用起來。
>>範例
/搜尋命令 劍術士 20-30 拉諾西亞
搜尋目前位於拉諾西亞，劍術士等級在20～30範圍內的玩家。",/搜尋命令,/搜尋,/search,/sea,0,0,20,0,0,0,0
154,"/地圖
/map
打開地圖視窗。",/地圖,,/map,,0,104,1,0,0,0,0
155,"/傳送
/teleport
打開傳送視窗。",/傳送,,/teleport,,0,0,1,0,0,0,0
156,"/標記 標記種類 代名詞
/marking、/mk
給指定角色加上指定的標記。省略代名詞可以將標記加到目前選中的目標上。
>>標記種類
**攻擊(attack)**或**攻擊1～8(attack1～8)**
　設置攻擊1～8的標記。不指定數值則會標記目前未使用的最小數值攻擊標記。
**牽制(bind)**或**牽制1～3(bind1～3)**
　設置牽制1～3的標記。不指定數值則會標記目前未使用的最小數值止步標記。
**禁止(stop)**或**禁止1～2(stop1～2)**
　設置禁止1～2的標記。不指定數值則會標記目前未使用的最小數值禁止標記。
**方塊(square)**
　設置泛用方塊標誌。
**圓圈(circle)**
　設置泛用圓圈標誌。
**十字(cross)**
　設置泛用十字標誌。
**三角(triangle)**
　設置泛用三角標誌。
**撤除(clear)或關(off)**
　解除標誌。
**無指令**
　打開目標標記視窗。
>>示例
/標記 攻擊3 <目標> 
給目標加上「攻擊3」的標記。",/標記,,/marking,/mk,0,32,3,1,2,0,0
157,"/技能選單
/actionlist、/alist
打開技能選單。",/技能選單,,/actionlist,/alist,0,32,1,0,0,0,0
158,"/任務情報(/情報)
/timers
打開任務情報視窗。",/任務情報,/情報,/timers,,0,32,1,0,0,0,0
159,"/推薦任務(/推薦)
/recommended
打開推薦任務視窗。",/推薦任務,/推薦,/recommended,,0,32,1,0,0,0,0
160,"/物品(/背包)
/inventory
打開物品視窗。",/物品,/背包,/inventory,/bag,0,32,2,1,0,0,0
161,"/公會命令(/公命)
/freecompanycmd、/fccmd
打開公會視窗。",/公會命令,/公命,/freecompanycmd,/fccmd,0,0,3,1,2,0,0
162,"/通訊貝命令(/通訊貝)
/linkshellcmd、/lcmd
打開通訊貝視窗。",/通訊貝命令,/通訊貝,/linkshellcmd,/lcmd,0,128,4,2,0,2,0
163,"/返回
/return
實行返回操作。",/返回,,/return,,0,32,1,0,0,0,0
164,"/情感動作
/emotelist、/elist
打開情感動作視窗。",/情感動作,,/emotelist,/elist,0,33,1,0,0,0,0
165,"/新手指南(/指南)
/activehelp
打開新手指南。",/新手指南,/指南,/activehelp,,0,32,1,0,0,0,0
167,"/角色設定
/characterconfig、/cconfig
打開角色設定視窗。",/角色設定,,/characterconfig,/cconfig,0,32,1,0,0,0,0
168,"/系統設定
/systemconfig、/sconfig
打開系統設定視窗。",/系統設定,,/systemconfig,/sconfig,0,32,1,0,0,0,0
169,"/鍵位設定
/keybind、/keyconfig
打開鍵位設定視窗。",/鍵位設定,,/keybind,/keyconfig,0,32,1,0,0,0,0
170,"/巨集(/巨)
/macros
打開巨集管理。",/巨集,/巨,/macros,,0,32,1,0,0,0,0
171,"/介面設定 指令
/hudlayout
進行介面設定相關的操作。
>>指令
**介面編號(1-4)**
　切換為指定編號的介面。
**無指令**
　打開介面設定視窗。

>>範例
/介面設定 3
切換為介面3。",/介面設定,/介面設定,/hudlayout,,0,32,2,0,0,0,0
172,"/標題畫面
/logout
退出遊戲，回到標題畫面。",/標題畫面,/標題畫面,/logout,,0,32,1,0,0,0,0
173,"/關閉遊戲
/shutdown
退出並結束遊戲。",/關閉遊戲,/關閉遊戲,/shutdown,,0,32,1,0,0,0,0
174,"/小隊排序 指令
/partysort、/psort
將小隊列表按指定順序排列。
>>指令
數字1 數字2
將小隊列表中的小隊成員按指定的數字（1-8）交換排列位置。
**無指令**
按角色設定＞介面設定＞小隊列表＞隊員排序設定中設定的順序進行排列。

>>範例
/小隊排序 2 3
將小隊列表中的2號隊員與3號隊員交換排列位置。",/小隊排序,/小隊排序,/partysort,/psort,0,36,3,0,0,0,0
175,"/準備確認
/readycheck、/rcheck
發起準備確認。",/準備確認,/準備確認,/readycheck,/rcheck,0,32,1,0,0,0,0
176,"/準備完畢
/ready、/rd
有人發起準備確認時以確認準備完畢進行回應。",/準備完畢,/準備完畢,/ready,/rd,0,36,1,0,0,0,0
177,"/沒有準備好
/notready、/nr
有人發起準備確認時以沒有準備完畢進行回應。",/沒有準備好,/沒有準備好,/notready,/nr,0,36,1,0,0,0,0
178,"/場地標記 指令
/waymark、/wmark
設置場地標記。

>>指令
**標記名(A、B、C、D、1、2、3、4)**
　設置標記。已設置的情況下則會撤除，如果指定代名詞則會進行覆蓋。
**標記名(A、B、C、D、1、2、3、4)** 代名詞
　在指定目標腳下直接設置標記。
**標記名(A、B、C、D、1、2、3、4)** 地面關
　在目前所指位置直接設置標記。
**撤除(clear)或關(off)**
　撤除所有設置中的標記。
**保存(save) 存檔編號1-30**
　保存目前設置的場地標記配置。
**預設(preset) 存檔編號1-30**
　讀取保存好的場地標記配置。
**省略標記名**
　從A開始順次設置尚未使用的標記。所有標記都設置完畢的狀態下無法使用。指定代名詞時無法省略標記名。
>>示例
/場地標記 A
進入用於設置標記A的場地標記模式。
/場地標記 A <目標>
將標記A設置在所選目標的位置。
/場地標記 A 地面關
將標記A設置在目前所指位置。",/場地標記,/場地標記,/waymark,/wmark,0,32,3,2,2,2,0
179,"/魚類圖鑑
/fishguide、/fg
打開魚類圖鑑。",/魚類圖鑑,/魚類圖鑑,/fishguide,/fg,0,32,1,0,0,0,0
180,"/房屋
/housing、/hou
打開房屋視窗。",/房屋,/房屋,/housing,/hou,0,32,1,0,0,0,0
181,"/寵物一覽
/minionguide
打開寵物一覽。在萌寵之王的對戰中打開萌寵之王列表。",/寵物一覽,/寵物一覽,/minionguide,,0,48,1,0,0,0,0
182,"/坐騎一覽
/mountlist、/mountguide
打開坐騎一覽。",/坐騎一覽,/坐騎一覽,/mountguide,,0,32,1,0,0,0,0
183,"/隊員招募(/招募)
/partyfinder、/pfinder
打開隊員招募視窗。",/隊員招募,/招募,/partyfinder,/pfinder,0,0,1,0,0,0,0
184,"/PvP資料
/pvpprofile、/pvppro
打開PvP資料視窗。",/PvP資料,,/pvpprofile,/pvppro,0,0,1,0,0,0,0
185,"/搭檔
/companion、/comp
打開搭檔視窗。",/搭檔,/comp,/companion,/comp,0,32,1,0,0,0,0
186,"/任務道具(/關鍵道具)
/keyitem、/kitem
打開任務道具視窗。",/任務道具,/關鍵道具,/keyitem,/kitem,0,32,1,0,0,0,0
187,"/挑戰筆記(/挑戰)
/challengelog
打開挑戰筆記。",/挑戰筆記,/挑戰,/challengelog,,0,32,1,0,0,0,0
188,"/探索筆記(/探索)
/sightseeinglog
打開探索筆記。",/探索筆記,/探索,/sightseeinglog,,0,32,1,0,0,0,0
189,"/金碟遊樂園(/金碟)
/goldsaucer、/saucer
打開金碟遊樂園視窗。",/金碟遊樂園,/金碟,/goldsaucer,/saucer,0,32,1,0,0,0,0
190,"/貨幣一覽(/貨幣)
/currency
打開貨幣一覽視窗。",/貨幣一覽,/貨幣,/currency,,0,32,1,0,0,0,0
191,"/風脈泉(/風脈)
/aethercurrent、/acurrent
打開風脈泉視窗。",/風脈泉,/風脈,/aethercurrent,/acurrent,0,32,1,0,0,0,0
192,"/訊息顏色
/logcolor、/lcolor
打開訊息顏色設定視窗。",/訊息顏色,,/logcolor,/lcolor,0,32,1,0,0,0,0
193,"/資訊中心(/資訊)
/playguide、/pguide
打開資訊中心視窗。",/資訊中心,/資訊,/playguide,/pguide,0,32,1,0,0,0,0
194,"/任務通用鍵
/generaldutykey、/gdutykey
執行任務通用鍵。

>>示例
F.A.T.E.範圍內
切換等級同步。",/任務通用鍵,,/generaldutykey,/gdutykey,0,40,1,0,0,0,0
195,"/大型任務搜尋器
/raidfinder、/rfinder
打開大型任務搜尋器。",/大型任務搜尋器,,/raidfinder,/rfinder,0,0,1,0,0,0,0
196,"/管弦樂琴
/orchestrion
打開管弦樂琴樂譜集視窗。",/管弦樂琴,,/orchestrion,,0,32,1,0,0,0,0
197,"/倒數 指令
/countdown、/cd
設定戰鬥開始倒數時間。
>>指令
**秒數(5-30)**
　實行指定時間的戰鬥開始倒數。以文本指令實行此操作時將不會保存指定秒數，同時也不會在消息視窗中顯示每5秒一次的通知信息。
**無指令**
　打開戰鬥開始倒數視窗。
>>範例
/倒數 10
執行10秒的戰鬥開始倒數。",/倒數,/倒數,/countdown,/cd,0,32,2,1,0,0,0
198,"/戰友列表
/contactlist
打開戰友列表。",/戰友列表,,/contactlist,,0,32,1,0,0,0,0
199,"/坐騎速度
/mountspeed
打開坐騎速度視窗。",/坐騎速度,,/mountspeed,,0,32,1,0,0,0,0
201,"/? 指令名
顯示指定指令的說明。",,,/?,,0,189,2,1,1,0,0
202,"/等待 等待時間
/wait
巨集專用指令。可以讓巨集在等待指定時間後發動。
設定等待時間的數值時，「1」大約相當於1秒，且只可以設定整數。
等待時間最多可以設定為60，超過60時按60算。",/等待,,/wait,,0,181,2,1,0,0,0
204,"/十二神印記(/神印) 指令
/legacymark、/lmark
設定是否顯示自己角色的十二神印記。
>>指令
**開(on)**
　顯示十二神印記。
**關(off)**
　不顯示十二神印記。
**無指令**
　在顯示與不顯示之間切換。",/十二神印記,/神印,/legacymark,/lmark,0,60,2,1,2,0,0
206,"/軍禮 指令
/gcsalute
以所屬大國防聯軍的標準行軍禮。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/軍禮,,/gcsalute,,0,293,2,1,2,0,0
207,"/巨集圖標 圖標名 分類名
/macroicon、/micon
巨集管理專用。在快速鍵上顯示指定圖標名的圖標，在同一個巨集管理命令內只能生效一次。
>>分類名
**技能(action)**
　…將技能名指定到圖標名上，可以顯示出該技能的圖標及技能的冷卻時間、所需MP等情報。
**青魔法技能(blueaction)**
　…將技能名指定到圖標名上，可以顯示出該技能的圖標及技能的冷卻時間、所需MP等情報。
**PvP技能(pvpaction)**
　…將PvP技能名指定到圖標名上，可以顯示出該技能的圖標及技能的冷卻時間、所需MP等情報。
**共通技能(general)**
　…將共通技能名指定到圖標名上，可以顯示出該技能的圖標及技能的冷卻時間。
**情感動作(emote)**
　…將情感動作名指定到圖標名上，可以顯示出該情感動作的圖標。
**搭檔(buddy) 搭檔名**
　…將搭檔技能名指定到圖標名上，可以顯示出該技能的圖標。搭檔名可以省略。
**召喚獸(pet)**
　…將召喚獸技能名指定到圖標名上，可以顯示出該技能的圖標。
**寵物(minion)**
　…將寵物名指定到圖標名上，可以顯示出該寵物的圖標。
**坐騎(mount)**
　…將坐騎名指定到圖標名上，可以顯示出該坐騎的圖標。
**道具(item)**
　…將道具名指定到圖標名上，可以顯示出該道具的圖標和持有數量。
**標記(marking)**
　…將標記名指定到圖標名上，可以顯示出該標記的圖標。
**場地標記(waymark)**
　…將場地標記名指定到圖標名上，可以顯示出該場地標記的圖標。
**套裝(gearset)**
　…將套裝編號指定到圖標名上，可以顯示出該套裝的圖標。
**職業(classjob)**
　…將職業名指定到圖標名上，可以顯示出該職業的圖標。
**快捷發言(quickchat)**
　…將快捷發言名指定到圖標名上，可以顯示出該快捷發言的圖標。
※省略分類
　…會按照技能名來處理。",/巨集圖標,,/macroicon,/micon,0,36,3,3,0,2,7
208,"/冷卻時間(/冷卻) 技能名
/recast
在對話框內顯示技能的冷卻時間，即還有多久可以再次使用。
>>示例
/冷卻時間 乙太超流
顯示距離可再次使用「乙太超流」技能還有多少時間。",/冷卻時間,/冷卻,/recast,,0,36,2,1,3,0,0
209,"/套裝 指令
/gearset、/gs
進行套裝相關的操作。
>>指令
**更換(change) 套裝編號 投影範本編號(1-20)**
　裝備指定編號的套裝，如果輸入了投影範本編號，則同時對套裝進行投影。投影範本編號可省略。
**查看(view) 套裝編號**
　查看指定編號套裝的內容。
**保存(save) 套裝編號**
　將目前穿著的裝備保存到指定編號的位置中；省略編號的情況下會自動登錄到最小空位編號中；指定編號已有內容時會直接覆蓋保存。
**清除(remove) 套裝編號**
　刪除指定編號的套裝，裝備本身不會被刪除。
**無指令**
　打開套裝列表。
>>示例
/套裝 更換 1 2
裝備編號1的套裝並將其投影成投影範本編號2的外觀。",/套裝,,/gearset,/gs,0,32,4,1,2,0,0
210,"/道具整理(整理) 指令
/itemsort、/isort
可以以比「自動整理」更加詳細的設定來整理物品的排列順序。該命令中設定的條件與原有的「自動整理」條件不會發生衝突，只會對該命令有影響。

>>指令
**條件(condition) 對象 條件 順序**
　在指定的對象範圍內將指定的順序設定為排列條件。
**實行(execute) 對象**
　在指定的對象範圍內以設定的條件進行排列。
**撤除(clear) 對象**
　撤除指定對象範圍內設定的排列條件，該狀態下由於排列條件已經撤除，透過命令進行排列時不會有任何效果。

>>對象指定
物品(Inventory) 僱員物品(Retainer) 兵裝庫(ArmouryChest) 陸行鳥鞍囊（saddlebag） 陸行鳥鞍囊2（rightsaddlebag） 主手(main) 副手(sub) 頭部(head) 身體(body) 手臂(hands)  腿部(legs) 腳部(feet) 頸部(neck) 耳部(ears) 腕部(wrists) 戒指(rings) 靈魂水晶(soul)

>>條件指定
道具編號(id) 精煉度(spiritbond) 道具種類(category) 裝備等級(level) 物品品級(itemlevel) 打包數量(stack) 優質道具(hq) 魔晶石數(materia) 物理基本性能(physicaldamage) 魔法基本性能(magicdamage) 攻擊間隔(delay) 物理自動攻擊(physicalautoattack) 格擋發動力(blockrate) 格擋性能(blockstrength) 物理防禦力(defense) 魔法防禦力(magicdefense) 力量(str) 靈巧(dex) 耐力(vit) 智力(int) 精神(mnd) 作業精度(craftsmanship) 加工精度(control) 獲得力(gathering) 鑑別力(perception) 分欄(tab)
※分欄(tab)會按照每個收納分欄進行指定分配。

>>順序指定
升序(asc) 降序(des)
※順序省略時會按照升序進行處理。
※條件指定設為「分欄(tab)」時不需要設定。

>>範例
/道具整理 條件 主手 精煉度 升序
/道具整理 條件 主手 物品品級 降序
/道具整理 實行 主手
將兵裝庫內主手欄下的排列條件設為精煉度升序及道具品級降序，並開始進行整理。",/道具整理,/整理,/itemsort,/isort,0,36,4,2,2,2,0
211,"/隨機數 上限值
/random
在0～999的數字中隨機抽選出一個並顯示在消息視窗中。在說話範圍內的玩家都能夠看到結果。
>>上限值（2～999）
在隨機抽選數字時指定上限值。指定上限值後，數字將從（1～上限值）的範圍內抽選。省略上限值時則從（0～999）的範圍內進行抽選。
>>示例
/隨機數
發送0～999範圍內的隨機擲骰數字。
/隨機數 16
發送從1～16範圍內的隨機擲骰數字。",/隨機數,,/random,,0,36,2,1,2,0,0
212,"/副本區檢查
/instance
檢查目前所在地區是否為副本區域，並在訊息視窗中顯示結果。",/副本區檢查,/副本區,/instance,,0,60,1,0,0,0,0
213,"/清除悄悄話記錄
/cleartellhistory、/cth
將悄悄話的歷史記錄全部清除。",/清除悄悄話記錄,,/cleartellhistory,/cth,0,60,1,0,0,0,0
214,"/鎖定巨集指令(/鎖巨集)
/macrolock、/mlock
巨集管理專用，使用該命令之後，在同一個巨集內的所有指令完成之前不允許執行其他巨集指令。",/鎖定巨集指令,/鎖巨集,/macrolock,/mlock,0,36,1,0,0,0,0
215,"/巨集錯誤提示 指令
/macroerror、/merror
巨集管理專用。設定是否顯示在執行巨集命令的過程中出現的錯誤提示。巨集命令執行前默認為顯示狀態。巨集命令結束後，即使之前設定成了不顯示狀態，也會自動回到默認的顯示狀態。
>>指令
**開(on)**
　顯示錯誤提示。
**關(off)**
　不顯示錯誤提示。
**無指令**
　在顯示與不顯示之間切換。",/巨集錯誤提示,,/macroerror,/merror,0,36,2,1,2,0,0
216,"/清除訊息記錄
/clearlog、/cl
將訊息欄的歷史記錄全部清除。",/清除訊息記錄,,/clearlog,/cl,0,509,1,0,0,0,0
217,"/取消巨集
/macrocancel、/mcancel
只能在對話欄中輸入。停止正在執行的巨集指令。",/取消巨集,,/macrocancel,/mcancel,0,165,0,0,0,0,0
218,"/遊戲時間
/playtime、/ptime
顯示目前角色的累計遊戲時間。",/遊戲時間,,/playtime,/ptime,0,60,1,0,0,0,0
219,"/集體動作
/grouppose、/gpose
執行集體動作。
>>功能內操作
顯示鏡頭設定視窗
/R鍵、小鍵盤*/滑鼠滾輪
角色面朝鏡頭方向(開/關)
/空格鍵
鏡頭位置打光
/X鍵
全體動作暫停
/1鍵
目標動作暫停
/2鍵
切換注視目標
/tab,shift+tab鍵
調整鏡頭
/W,A,S,D,Q,E鍵
重置鏡頭
/Z鍵",/集體動作,,/grouppose,/gpose,0,160,1,0,0,0,0
220,"/道具檢索 關鍵詞
/itemsearch、/isearch
只能在對話欄中輸入。可以透過輸入關鍵詞對所持物品進行檢索。
檢索對象為裝備中的物品、背包、陸行鳥鞍囊、兵裝庫、僱員物品欄、收藏櫃、投影台。
>>示例
/道具檢索 治療劑
檢索所持品中名稱包含了關鍵詞「治療劑」的道具。",/道具檢索,,/itemsearch,/isearch,3000,32,2,0,0,0,0
221,"/觀景視角 代名詞
/idlingcamera、/icam
切換為景觀視角。
代名詞可以省略。在指定了代名詞的情況下，攝像機鏡頭將會鎖定該目標進行觀景。如果指定的目標無法作為鎖定目標進行觀景，則會隨機進行觀景。
>>功能內操作
顯示鏡頭設定視窗
/R鍵、小鍵盤*/鼠標滾輪
暫時停止或繼續進行觀景視角的切換
/小鍵盤0/左鍵單次點擊
切換場景
/tab,shift+tab鍵
調整鏡頭
/W,A,S,D,Q,E鍵
重置鏡頭
/Z鍵
>>範例
/觀景視角
隨機選擇對象執行觀景。
/觀景視角 <目標>
選擇指定目標作為對象來執行觀景。",/觀景視角,,/idlingcamera,/icam,0,40,2,0,0,0,0
223,"/決鬥申請攔截 指令
/duelswitch
更改是否接受決鬥申請的設定。
>>指令
**開(on)**
強制拒絕決鬥申請。
**關(off)**
接受決鬥申請。
**無指令**
在拒絕和接受之間切換。
>>範例
/決鬥申請攔截 開
強制拒絕決鬥申請。",/決鬥申請攔截,,/duelswitch,,0,4,2,1,2,0,0
224,"/接受新人頻道的邀請（/新人邀請） 指令
/beginnerchannelinvitation、/bchannelinvitation
更改是否接受新人頻道的邀請。
>>指令
**開(on)**
　接受邀請。
**關(off)**
　自動拒絕邀請。
**無指令**
　在接受和拒絕之間切換。

>>示例
/接受新人頻道的邀請 開
　接受邀請。",/接受新人頻道的邀請,/新人邀請,/beginnerchannelinvitation,/bchannelinvitation,1000,189,2,1,2,0,0
225,"/退出新人頻道（/退新）
/beginnerchannelleave、/bchannelleave
從新人頻道中退出。
**新人及回歸者專用。**",/退出新人頻道,/退新,/beginnerchannelleave,/bchannelleave,1000,189,1,0,0,0,0
226,"/召喚物投影 召喚獸的名字 外貌
/petmirage、/egimirage
可以改變接下來召喚的召喚獸外貌。
但在PvP任務中無效。
>>召喚獸的名字
卡邦庫爾
迦樓羅-艾基
泰坦-艾基
伊弗利特-艾基
朝日小仙女
>>外貌
卡邦庫爾
卡邦庫爾-綠寶石
卡邦庫爾-黃寶石
卡邦庫爾-紅寶石
迦樓羅-艾基
泰坦-艾基
伊弗利特-艾基
夕月小仙女
**省略外貌或在外貌處輸入「撤除(clear)」**
召喚獸會恢復原狀。
**無指令**
顯示召喚獸的外貌設定列表。

>>示例
/召喚獸投影 迦樓羅-艾基 卡邦庫爾-紅寶石
將迦樓羅-艾基的外貌變成卡邦庫爾-紅寶石。
/召喚獸投影 迦樓羅-艾基
將迦樓羅-艾基的外貌恢復原狀。
/召喚獸投影
顯示召喚獸的外貌設定列表。",/召喚物投影,/egimirage,/egiglamour,,0,36,3,2,7,15,0
227,"/稱號 指令
/title
改變稱號。
>>指令
**設定 稱號名**
　將稱號設定為稱號名對應的稱號。
**撤除**
　將稱號撤除。
**無指令**
　將稱號變為隨機一個已獲得的稱號。
>>範例
/稱號 設定 銀劍
　將稱號設為「銀劍」。",/稱號,/title,/title,,1000,36,3,1,2,0,0
228,"/巴哈姆特尺寸
/bahamutsize
可以變更亞靈神巴哈姆特的尺寸。
※此文本指令已和「/召喚獸尺寸」合並，今後請使用新指令。",/巴哈姆特尺寸,/bahamutsize,/bahamutsize,,0,36,2,1,2,0,0
229,"/鬧鐘 指令
/alarm
設定鬧鐘。
>>指令
**""鬧鐘名"" 時間類型(本、服、艾) 重覆通知(重覆) 時間(0000-2400) 提前(0-60)分鐘提醒 音效編號(音效00-音效05) 副本任務中靜音(靜音)**
　設定在指定時間進行通知提醒的鬧鐘。
　加上重覆通知(重覆)指令時鬧鐘會每小時提醒一次。
　加上音效編號(音效00-音效05)指令可以指定鬧鐘音效。
　加上副本任務中靜音(靜音)指令可以讓副本中不進行鬧鐘的聲音提醒。
　重覆、提前多少分鐘提醒、音效編號、副本任務中靜音的指令可以省略。
**撤除**
　將設定的鬧鐘全部刪除。
**無指令**
　打開鬧鐘視窗。

>>時間類型
本（lt） 本地時間
服（st） 伺服器時間
艾（et） 艾奧傑亞時間

>>範例
/鬧鐘 ""集合時間"" 本 2000 10 音效04
　設定一個名為集合時間的鬧鐘，在本地時間20點前提前10分鐘以4號音效提醒。
/鬧鐘 ""休息"" 本 重覆 30 音效05
　設定一個名為休息的鬧鐘，在本地時間每個小時的30分時以5號音效提醒。",/鬧鐘,,/alarm,,0,32,8,3,2,2,2
231,"/忙碌 指令
/busy
將在線狀態設定為「忙碌」。
>>指令
**開(on)**
　將狀態改成「忙碌」。
**關(off)**
　將狀態改回「在線」。
**無指令**
　在「忙碌」與「在線」之間切換。",/忙碌,,/busy,,0,36,2,1,2,0,0
232,"/離開 指令
/away、/afk
將在線狀態設定為「離開」。
>>指令
**開(on)**
　將狀態改成「離開」。
**關(off)**
　將狀態改回「在線」。
**無指令**
　在「離開」與「在線」之間切換。",/離開,,/away,/afk,0,36,2,1,2,0,0
233,"/希望組隊 指令 職業
/lookingforparty、/lfp
將在線狀態設定為「希望組隊」，並附加希望組隊的職業。
>>職業(※可以指定多個職業，順序不限)
騎士(PLD)　劍術士(GLA)　戰士(WAR)　斧術士(MRD)　暗黑騎士(DRK)　絕槍戰士(GNB)　白魔道士(WHM)　幻術士(CNJ)　學者(SCH)　占星術師(AST)　賢者(SGE)　武僧(MNK)　格鬥士(PGL)　龍騎士(DRG)　槍術士(LNC)　忍者(NIN)　雙劍士(ROG)　武士(SAM)　奪魂者(RPR)　毒蛇劍士(VPR)　吟遊詩人(BRD)　弓術士(ARC)　機工士(MCH)　舞者(DNC)　黑魔道士(BLM)　咒術士(THM)　召喚士(SMN)　巴術士(ACN)　赤魔道士(RDM)　繪靈法師(PCT)　青魔道士(BLU)　木工師(CRP)　鍛造師(BSM)　甲冑師(ARM)　金工師(GSM)　皮革師(LTW)　裁縫師(WVR)　鍊金術師(ALC)　烹調師(CUL)　採掘師(MIN)　園藝師(BTN)　漁師(FSH)
※省略該條件會默認為指定目前職業。
>>指令
**開(on)**
　將狀態改成「希望組隊」。
**關(off)**
　將狀態改回「在線」。
**無指令**
　在「希望組隊」與「在線」之間切換。",/希望組隊,,/lookingforparty,/lfp,0,36,1,0,0,0,0
234,"/接受鑲嵌魔晶石請求(/鑲嵌魔晶石) 指令
/lookingformeld、/lfm
將在線狀態設定為「接受鑲嵌魔晶石請求」。
>>指令
**開(on)**
　將狀態改成「接受鑲嵌魔晶石請求」。
**關(off)**
　將狀態改回「在線」。
**無指令**
　在「接受鑲嵌魔晶石請求」與「在線」之間切換。",/接受鑲嵌魔晶石請求,/鑲嵌魔晶石,/lookingformeld,/lfm,0,36,2,1,2,0,0
235,"/個性簽名(/簽名) 文字內容
/searchcomment、/scomment
將指定文字內容設定成搜尋玩家時的簽名。",/個性簽名,/簽名,/searchcomment,/scomment,0,36,1,0,0,0,0
236,"/新人狀態 指令
/beginnerstatus、/bstatus
更改自己的新人在線狀態。
>>指令
**開(on)**
　開啟新人狀態。
**關(off)**
　解除新人狀態。
**無指令**
　在開啟與解除之間切換。
>>示例
/新人狀態 開
開啟新人狀態。",/新人狀態,,/beginnerstatus,/bstatus,1000,36,2,1,2,0,0
237,"/加入新人頻道 指令
/beginnerchannel、/bchannel
設定指導者是否自動加入新人頻道。
>>指令
**開(on)**
　開啟自動加入新人頻道的設定，並加入新人頻道。
**關(off)**
　解除自動加入新人頻道的設定，如果已經加入了新人頻道則會退出。
**無指令**
　在開啟與解除之間切換。
>>範例
/加入新人頻道 開
開啟自動加入新人頻道的設定。
",/加入新人頻道,/bchannel,/beginnerchannel,/bchannel,1000,36,2,1,2,0,0
238,"/解除回歸者狀態
/returnerstatusoff
解除回歸者狀態。",/解除回歸者狀態,,/returnerstatusoff,,1000,36,1,0,0,0,0
