#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
473,"沙利亞克是司掌河流與知識的男神，同時也是薩雷安城邦的守護神。
他有著水屬性的神力，負責管理星二月的運行。
據傳說，沙利亞克是海之女神利姆萊茵的父親，也是工藝神比爾格的師傅。
他經常被描繪為一位手持白蠟木手杖的學者。象徵符號則是一個卷軸。",,,0,0,0
474,"妮美雅是司掌行星與命運的女神。
她有著水屬性的神力，負責管理靈二月的運行。
據傳說，妮美雅是光陰神阿爾基克的妹妹，也是破壞神拉爾戈的主人。
她經常被描繪為一位披戴著白色面紗的紡織人。象徵符號則是一架紡車。",,,0,0,0
475,"利姆萊茵是司掌海洋與航海的女神，同時也是利姆薩·羅敏薩城邦的守護神。
她有著風屬性的神力，負責管理星三月的運行。
據傳說，利姆萊茵是河川神沙利亞克的女兒，也是大地神諾菲卡的姐姐。
她經常被描繪為一位手持長尖魚叉的健壯漁民。象徵符號則是一朵浪花。",,,0,0,0
476,"奧修昂是司掌山岳與放浪的男神。
他有著風屬性的神力，負責管理靈三月的運行。
據傳說，奧修昂是商貿神納爾札爾的結義兄弟，也是戰爭神哈羅妮的摯友。
他經常被描繪為一位手持紫杉木弓的悠閒獵人。象徵符號則是一把登山手杖。",,,0,0,0
477,"比爾格是司掌建築與工藝的男神。
他有著雷屬性的神力，負責管理星四月的運行。
據傳說，比爾格是河川神沙利亞克的弟子，也是戰爭神哈羅妮的兄長。
他經常被描繪為一位手持雙頭鐵錘的老實鐵匠。象徵符號則是一隻靈巧的手。",,,0,0,0
478,"拉爾戈是司掌彗星與破壞的男神，同時也是阿拉米格城邦的守護神。
他有著雷屬性的神力，負責管理靈四月的運行。
據傳說，拉爾戈是行星神妮美雅的僕人，也是工藝神比爾格和戰爭神哈羅妮的養父。
他經常被描繪為一位手持黃銅手杖的魔道士。象徵符號則是一顆流星。",,,0,0,0
479,"阿澤瑪是司掌太陽與審理的女神。
她有著火屬性的神力，負責管理星五月的運行。
據傳說，阿澤瑪是光陰神阿爾基克的女兒，也是慈愛神梅茵菲娜的姐姐。
她經常被描繪為一位手持黃金扇的貴婦。象徵符號則是一輪旭日。",,,0,0,0
480,"納爾札爾是司掌地底與商貿的男神，同時也是烏爾達哈城邦的守護神。
他有著火屬性的神力，負責管理靈五月的運行。
據傳說，納爾札爾有著名為納爾和札爾的兩張面孔，是一個雙子神。
他經常被描繪為一位手持天平的機敏商人。象徵符號則是貝殼貨幣。",,,0,0,0
481,"諾菲卡是司掌大地與豐饒的女神，同時也是格里達尼亞城邦的守護神。
她有著土屬性的神力，負責管理星六月的運行。
據傳說，諾菲卡是太陽神阿澤瑪的女兒，也是海之女神利姆萊茵的妹妹。
她經常被描繪為一位手持鋼鐵鐮刀的開朗農民。象徵符號則是表示春天的綠葉。",,,0,0,0
482,"阿爾基克是司掌重力與光陰的男神。
他有著土屬性的神力，負責管理靈六月的運行。
據傳說，阿爾基克是行星神妮美雅的兄長，也是太陽神阿澤瑪與月亮神梅茵菲娜的父親。
他經常被描繪為一位手持秘銀大斧的帝王。象徵符號則是一個沙漏。",,,0,0,0
483,,,,0,0,0
484,,,,0,0,0
485,,,,0,0,0
486,,,,0,0,0
487,,,,0,0,0
488,,,,0,0,0
489,,,,0,0,0
490,,,,0,0,0
491,,,,0,310,0
492,,,,0,0,0
493,,,,0,110,0
494,,,,0,0,0
495,,,,0,0,0
496,,,,0,0,0
497,,,,0,0,0
498,,,,0,0,0
499,,,,0,0,0
500,創建角色,,,0,0,0
501,,,,0,0,0
502,毒蛇劍士,,,0,0,0
503,,,,0,0,0
504,裝備,,,0,0,0
505,創建角色,,,0,0,0
506,確定,,,0,0,0
507,返回,,,0,0,0
508,,,,0,0,0
509,,,,0,0,0
510,默認演出（中原之民男性）,,,0,0,0
511,存檔UNKNOWN:男,,,0,0,0
512,該角色僅用來展示遊戲影像，無法變更身上的裝備。,,,0,0,0
513,沒有任何儲存時的留言。,,,0,0,0
514,將角色的預覽服裝更換為戰鬥職業的專有裝備。(遊戲展示中無法選擇角色的戰鬥職業因此無法使用本功能),,,0,0,0
515,,,,0,0,0
516,,,,0,0,0
517,,,,0,0,0
518,,,,0,0,0
519,,,,0,0,0
520,,,,0,0,0
521,,,,0,0,0
522,,,,0,0,0
523,,,,0,0,0
524,,,,0,0,0
525,,,,0,0,0
526,,,,0,0,0
527,,,,0,0,0
528,,,,0,0,0
529,,,,0,0,0
530,(開始地：),,,0,0,0
531,劍術士,,,0,0,0
532,格鬥士,,,0,0,0
533,斧術士,,,0,0,0
534,槍術士,,,0,0,0
535,弓術士,,,0,0,0
536,幻術士,,,0,0,0
537,咒術士,,,0,0,0
538,巴術士,,,0,0,0
539,,,,0,0,0
540,最短,,,0,0,0
541,較短,,,0,0,0
542,標準,,,0,0,0
543,較長,,,0,0,0
544,最長,,,0,0,0
545,類型1,,,0,0,0
546,類型2,,,0,0,0
547,類型3,,,0,0,0
548,類型4,,,0,0,0
549,,,,0,0,0
550,,,,0,0,0
551,,,,0,0,0
552,,,,0,0,0
553,,,,0,0,0
554,,,,0,0,0
555,最短,,,0,0,0
556,較短,,,0,0,0
557,標準,,,0,0,0
558,較長,,,0,0,0
559,最長,,,0,0,0
560,類型1,,,0,0,0
561,類型2,,,0,0,0
562,類型3,,,0,0,0
563,類型4,,,0,0,0
564,,,,0,0,0
565,最小,,,0,0,0
566,較小,,,0,0,0
567,標準,,,0,0,0
568,較大,,,0,0,0
569,最大,,,0,0,0
570,,,,0,0,0
571,,,,0,0,0
572,,,,0,0,0
573,,,,0,0,0
574,,,,0,0,0
575,,,,0,0,0
576,,,,0,0,0
577,,,,0,0,0
578,,,,0,0,0
579,,,,0,0,0
580,,,,0,0,0
581,,,,0,0,0
582,,,,0,0,0
583,,,,0,0,0
584,,,,0,0,0
585,,,,0,0,0
586,,,,0,0,0
587,,,,0,0,0
588,,,,0,0,0
589,,,,0,0,0
590,,,,0,0,0
591,,,,0,0,0
592,,,,0,0,0
593,,,,0,0,0
594,,,,0,0,0
595,,,,0,0,0
596,,,,0,0,0
597,,,,0,0,0
598,,,,0,0,0
599,,,,0,0,0
600,旋轉視角 旋轉背景 +縮放 迴轉方向反轉,,,0,0,0
601,,,,0,0,0
602,旋轉視角 旋轉背景 +縮放 +上下移動 迴轉方向反轉,,,0,0,0
603,,,,0,0,0
604,,,,0,0,0
605,,,,0,0,0
606,,,,0,0,0
607,,,,0,0,0
608,,,,0,0,0
609,,,,0,0,0
610,虛擬鍵盤,,,0,0,0
611,右鍵選單,,,0,0,0
612,左鍵拖曳：旋轉視角 右鍵拖曳：旋轉背景 轉動滑鼠滾輪：縮放,,,0,0,0
613,左鍵拖曳：旋轉視角 右鍵拖曳：旋轉背景 轉動滑鼠滾輪：縮放 滑鼠滾輪按下拖曳：上下移動,,,0,0,0
614,,,,0,0,0
615,"剩餘可使用天數: 0天
累積已使用天數: 0天",,,0,0,0
616,ベテランリワード　ランクUNKNOWN,,,0,0,0
617,累計利用天數：0天,,,0,0,0
618,"剩餘天數UNKNOWN天、剩餘時長0分鐘。
提醒您提前到官網進行天數訂閱。
https://ffxiv.com.tw",,,0,0,0
619,"免費體驗時間還剩UNKNOWN天。
體驗結束後如果想繼續遊玩，請前往官網購買遊戲主程式。
遊戲官網：
https://www.ffxiv.com.tw",,,0,0,0
620,,,,0,0,0
621,確定要將僱員的形象設定成目前的樣子嗎？,,,0,0,0
622,取消設定僱員形象。,,,0,0,0
623,確定要取消設定僱員的形象嗎？,,,0,0,0
624,,,,0,0,0
625,"確定要取消編輯角色容貌嗎？
正在編輯中的容貌會被完全放棄。",,,0,0,0
626,確定要完成角色容貌的編輯嗎？,,,0,0,0
627,"確定要放棄編輯中的容貌嗎？
角色會還原成之前的容貌。",,,0,0,0
628,,,,0,0,0
629,"確定要以「UNKNOWN」登入遊戲嗎？
**※可以透過右鍵選單重新編輯角色形象。**",,,0,0,0
630,可以對角色的種族、性別及外貌進行更改。請在右鍵選單中選擇「重新編輯角色」。,,,0,0,0
631,"確定要對角色的種族、性別及外貌進行更改嗎？
**※不進行重新編輯也可以直接登入遊戲。
※特定條件下的髮型和妝容會回到初始狀態。
※髮型與頭部裝備的顯示會根據種族不同有所限制。**",,,0,0,0
632,要重新設定角色的種族、性別以及外貌需要脫下全部防具和首飾。請登入後做好準備再退出回來。,,,0,0,0
633,"確定要將上述的更改反映到實際角色上嗎？
**※種族不同在美容師處可選的髮型也會有所不同。**",,,0,0,0
634,確定要中斷重新編輯角色形象嗎？,,,0,0,0
635,,,,0,0,0
636,：標記髮型,,,0,0,0
637,：標記髮型,,,0,0,0
638,只顯示標記的髮型,,,0,0,0
639,透過使用「」才可以在美容師處選擇的特殊髮型。,,,0,0,0
640,透過完成季節活動「未知的女騎士」或使用「」才可以在美容師處選擇的特殊髮型。,,,0,0,0
641,為舉辦「永結同心典禮」做準備後才可以在美容師處選擇的特殊髮型。,,,0,0,0
642,透過完成季節活動「令人驚訝的變身奇術」至「帶來歡笑的幸運魔咒」或使用「」才可以在美容師處選擇的特殊妝容。,,,0,0,0
643,透過使用「」才可以在美容師處選擇的特殊面妝。,,,0,0,0
644,,,,0,0,0
645,"因角色在任務過程中登出或中斷連線，無法重新編輯角色。
請先登入遊戲，退出任務後重新嘗試。",,,0,0,0
646,因角色狀態處於任務中進行中，無法變更種族、性別以及外觀。,,,0,0,0
647,因角色位於小黑屋，無法重新編輯角色。,,,0,0,0
648,現在無法變更角色的種族、性別以及外觀。,,,0,0,0
649,,,,0,0,0
650,是否要從現在連接中的UNKNOWNDC重新連接到UNKNOWNDC？,,,0,0,0
651,"儲存介面各視窗的位置以及大小等情報，
包含部分視窗內儲存的設定情報。",介面設定,,0,0,0
652,儲存每個職業的快速鍵與十字快速鍵情報。,快速鍵,,0,1,0
653,儲存套裝列表情報。,套裝列表,,0,2,0
654,"儲存角色的滑鼠或手把的操作類型設定，
包括快速鍵設定、訊息過濾等情報。",角色設定,,0,3,0
655,儲存各個角色專用巨集的情報。,角色專用巨集,,0,4,0
656,"儲存技能變換設定、坐騎列表的常用列表
以及肖像設計等情報。",其他,,0,5,0
657,,,,0,0,0
658,,,,0,0,0
659,,,,0,0,0
660,勾選  全選,,,0,0,0
661,勾選  全選,,,0,0,0
662,,,,0,0,0
663,,,,0,0,0
664,,,,0,0,0
665,,,,0,0,0
666,,,,0,0,0
667,,,,0,0,0
668,,,,0,0,0
669,,,,0,0,0
670,,,,0,0,0
671,,,,0,0,0
672,,,,0,0,0
673,,,,0,0,0
674,,,,0,0,0
675,,,,0,0,0
676,,,,0,0,0
677,,,,0,0,0
678,,,,0,0,0
679,,,,0,0,0
680,100級特職專用裝備,,,0,0,0
681,種族裝備,,,0,0,0
682,龍神裝備,,,0,0,0
683,加隆德裝備,,,0,0,0
684,亞歷山大裝備,,,0,0,0
685,墮龍裝備,,,0,0,0
686,黑渦精英裝備,,,0,0,0
687,雙蛇精英裝備,,,0,0,0
688,不滅精英裝備,,,0,0,0
689,源氏裝備,,,0,0,0
690,歐米茄裝備,,,0,0,0
691,煉獄獵犬裝備,,,0,0,0
692,矮人裝備,,,0,0,0
693,伊甸之晨裝備,,,0,0,0
694,荒天裝備,,,0,0,0
695,光之戰士裝備,,,0,0,0
696,野玫瑰裝備,,,0,0,0
697,月衛裝備,,,0,0,0
698,孤雲裝備,,,0,0,0
699,獅心裝備,,,0,0,0
700,坦塔羅斯裝備,,,0,0,0
701,艾普/大召喚士裝備,,,0,0,0
702,冰雪/雷光裝備,,,0,0,0
703,薩雷安神童裝備,,,0,0,0
704,路希斯王子裝備,,,0,0,0
705,美堤亞裝備,,,0,0,0
706,波奇裝備,,,0,0,0
707,,,,0,0,0
708,,,,0,0,0
709,,,,0,0,0
710,,,,0,0,0
711,,,,0,0,0
712,,,,0,0,0
713,,,,0,0,0
714,,,,0,0,0
715,,,,0,0,0
716,,,,0,0,0
717,,,,0,0,0
718,,,,0,0,0
719,,,,0,0,0
720,,,,0,0,0
721,,,,0,0,0
722,,,,0,0,0
723,,,,0,0,0
724,,,,0,0,0
725,,,,0,0,0
726,,,,0,0,0
727,,,,0,0,0
728,,,,0,0,0
729,,,,0,0,0
730,,,,0,0,0
731,,,,0,0,0
732,,,,0,0,0
733,,,,0,0,0
734,,,,0,0,0
735,,,,0,0,0
736,,,,0,0,0
737,,,,0,0,0
738,,,,0,0,0
739,,,,0,0,0
740,,,,0,0,0
741,,,,0,0,0
742,,,,0,0,0
743,,,,0,0,0
744,,,,0,0,0
745,,,,0,0,0
746,,,,0,0,0
747,,,,0,0,0
748,,,,0,0,0
749,,,,0,0,0
750,,,,0,0,0
751,,,,0,0,0
752,,,,0,0,0
753,,,,0,0,0
754,,,,0,0,0
755,,,,0,0,0
756,,,,0,0,0
757,,,,0,0,0
758,,,,0,0,0
759,,,,0,0,0
760,,,,0,0,0
761,,,,0,0,0
762,,,,0,0,0
763,,,,0,0,0
764,,,,0,0,0
765,,,,0,0,0
766,,,,0,0,0
767,,,,0,0,0
768,,,,0,0,0
769,,,,0,0,0
770,,,,0,0,0
771,,,,0,0,0
772,,,,0,0,0
773,,,,0,0,0
774,,,,0,0,0
775,,,,0,0,0
776,,,,0,0,0
777,,,,0,0,0
778,,,,0,0,0
779,,,,0,0,0
780,,,,0,0,0
781,,,,0,0,0
782,,,,0,0,0
783,,,,0,0,0
784,,,,0,0,0
785,,,,0,0,0
786,,,,0,0,0
787,,,,0,0,0
788,,,,0,0,0
789,,,,0,0,0
790,,,,0,0,0
791,,,,0,0,0
792,,,,0,0,0
793,,,,0,0,0
794,,,,0,0,0
795,,,,0,0,0
796,,,,0,0,0
797,,,,0,0,0
798,,,,0,0,0
799,,,,0,0,0
800,選擇DC,,,0,0,0
801,,,,0,0,0
802,DC,,,0,0,0
803,訊息,,,0,0,0
804,伺服器,,,0,0,0
805,日本1,,,0,0,0
806,"推薦居住在日本的玩家使用的資料中心。
可以在以下伺服器中創建角色並進入遊戲。",,,0,0,0
807,,,,0,0,0
808,正在連接到資料中心。,,,0,0,0
809,正在從資料中心中取得角色列表。,,,0,0,0
810,確定,,,0,0,0
811,取消,,,0,0,0
812,日本資料中心,,,0,0,0
813,北美資料中心,,,0,0,0
814,歐洲資料中心,,,0,0,0
815,大洋洲資料中心,,,0,0,0
816,NA Cloud Data Center (Beta),,,0,0,0
817,,,,0,0,0
818,,,,0,0,0
819,,,,0,0,0
820,"「伺服器」即是您的角色所在的世界。
選定原始伺服器之後，沒有特殊情況無法變更。
如果想和朋友一起體驗«FINAL FANTASY XIV»的樂趣，
建議將角色建在同一個伺服器裡。
如果沒看到您計畫前往的伺服器，
有可能是該伺服器位於其他DC。
您可以退出遊戲重新選擇正確的DC進入。



**此伺服器正在進行新創建的角色經驗值大幅提升等獎勵！**

**此伺服器現在無法創建角色。
請等待限制解除，或選擇其他伺服器。
在其他伺服器創建角色後，
也可以透過跨界傳送功能來此伺服器遊玩。**",,,0,0,0
821,(Skipped),,,0,0,0
822,♂の外見やクラス・名前などのキャラクターメイクデータを一時保存データスロットUNKNOWNに保存します。,,,0,0,0
823,讀取在2013/8/27 8:00儲存的UNKNOWN號男人物形象資料。,,,0,0,0
824,"在「FINAL FANTASY XIV」資料夾中檢測到了人物形象資料。
請選擇要讀取的資料，前往創建人物形象的最後一步。",,,0,0,0
825,"キャラクターメイクを保存できました。ゲームのパッチ適用の完了までお待ちください。
アプリケーションを終了させるとランチャーに戻ります。",,,0,0,0
826,"キャラクターメイクを保存できました。パッチ適用は完了しておりゲームを開始できます。
アプリケーションを終了させランチャーに戻りましょう。",,,0,0,0
827,"キャラクターメイクを保存できました。
ランチャーに問題が発生していますので、アプリケーションを終了させランチャーに戻ってください。",,,0,0,0
828,"キャラクターメイクを保存できました。
ランチャーに致命的な問題が発生しましたので、アプリケーションを終了させもう一度ファイナルファンタジーXIVを起動してください。",,,0,0,0
829,CHARACTER EDIT,,,0,0,0
830,キャラクターメイク Ver.4.0,,,0,0,0
831,"作成したキャラクターでデータを保存します。
よろしいですか？",,,0,0,0
832,要載入事先建立的角色資料嗎？,,,0,0,0
833,"ファイナルファンタジーXIVは最新の状態になりました。
キャラクターメイクを終了するとランチャーに戻ります。",,,0,0,0
834,"ランチャーのエラーが発生しました。キャラクターメイク中の場合は中断するか、
最後のステップまで完了させてから、アプリケーションを終了してください。",,,0,0,0
835,,,,0,0,0
836,"PlayStation®4版尚未開始提供該服務，
請耐心等待。",,,0,0,0
837,"
（複製對象）",,,0,0,0
838,"
（覆蓋對象）",,,0,0,0
839,滾動,,,0,0,0
840,備份用戶端通用設定資料,,,0,0,0
841,備份角色設定資料,,,0,0,0
842,備份角色設定資料,,,0,0,0
843,備份用戶端通用設定資料,,,0,0,0
844,備份角色設定資料,,,0,0,0
845,備份用戶端通用設定資料,,,0,0,0
846,備份角色設定資料,,,0,0,0
847,下載,,,0,0,0
848,上傳,,,0,0,0
849,,,,0,0,0
850,,,,0,0,0
851,"備份**用戶端通用設定資料**，包括全角色公用巨集還有介面尺寸、聲音設定等一部分系統設定。
※受設備環境影響的畫面解析度、控制設備等設定不在備份範圍內。",,,0,0,0
852,"將**角色專有設定資料**備份到伺服器儲存，包括角色設定、介面佈局、快速鍵、套裝列表等。
※道具整理與所持狀況確認用資料不在備份範圍內。",,,0,0,0
853,,,,0,0,0
854,,,,0,0,0
855,免費體驗期的玩家無法使用此功能。,,,0,0,0
856,伺服器繁忙，暫時無法使用此功能。,,,0,0,0
857,下載,,,0,0,0
858,上傳,,,0,0,0
859,伺服器資料備份,,,0,0,0
860,本地用戶端資料,,,0,0,0
861,"將**用戶端通用設定資料**儲存到伺服器。
※儲存資料到伺服器後，須經過23小時才能再次儲存。",,,0,0,0
862,"將所選角色的**角色設定資料**儲存到伺服器。
※儲存資料到伺服器後，須經過23小時才能再次儲存。",,,0,0,0
863,使用伺服器上儲存的**用戶端通用設定資料**覆蓋目前本地用戶端資料。,,,0,0,0
864,使用伺服器上儲存的**角色設定資料**覆蓋目前所選擇的本地用戶端資料。,,,0,0,0
865,使用其他角色的角色設定資料。,,,0,0,0
866,目前角色,,,0,0,0
867,最近備份過的其他角色（限同一DC內的角色）,,,0,0,0
868,無數據,,,0,0,0
869,備份日期：2013/8/27 8:00,,,0,0,0
870,[Win],,,0,0,0
871,已做好備份準備。,,,0,0,0
872,已做好下載準備。,,,0,0,0
873,使用其他角色的**角色設定資料**覆蓋所選角色目前本地的設定。,,,0,0,0
874,資料相同，無需上傳。,,,0,0,0
875,"備份過於頻繁，暫時無法備份。
下次可備份時間：2013/8/27 8:00",,,0,0,0
876,沒有用戶端通用設定資料的備份。,,,0,0,0
877,所選角色沒有備份資料。,,,0,0,0
878,初期状態のデータです。,,,0,0,0
879,暫時不能進行上傳。,,,0,0,0
880,備份服務暫停提供。,,,0,0,0
881,"確定要使用「UNKNOWNUNKNOWN」的備份資料覆蓋
「UNKNOWNUNKNOWN」的角色設定數據嗎？",,,0,0,0
882,沒有其他角色的**角色設定資料**備份。,,,0,0,0
883,搜尋,,,0,0,0
884,資料準備就緒,,,0,0,0
885,備份準備中。,,,0,0,0
886,正在下載備份資料。,,,0,0,0
887,正在上傳備份資料。,,,0,0,0
888,"伺服器備份資料已覆蓋本地用戶端通用設定資料。
**※部分設定需要重啟遊戲後生效。**",,,0,0,0
889,本地的用戶端通用設定資料已上傳伺服器儲存。,,,0,0,0
890,"伺服器備份資料已覆蓋本地UNKNOWNUNKNOWN的設定資料。
**※聲音等設定在另外的用戶端通用設定資料內，請互相結合使用。**",,,0,0,0
891,"本地UNKNOWNUNKNOWN的資料已上傳伺服器儲存。
**※聲音等設定在另外的用戶端通用設定資料內，請互相結合使用。**",,,0,0,0
892,"設定資料不足，無法備份。
請先使用角色登入遊戲，然後返回標題畫面重試。
[UNKNOWN]",,,0,0,0
893,"設定資料損壞，無法備份。
請先使用角色登入遊戲，然後返回標題畫面重試。
[UNKNOWN]",,,0,0,0
894,"備份資料創建失敗。
請先使用角色登入遊戲，然後返回標題畫面重試。
[UNKNOWN]",,,0,0,0
895,"數據上傳失敗。
請先使用角色登入遊戲後返回標題畫面，
然後過段時間後再試。
[UNKNOWN]",,,0,0,0
896,"下載備份資料失敗。
請先使用角色登入遊戲後返回標題畫面，
然後過段時間後再試。
[UNKNOWN]",,,0,0,0
897,"硬碟空間不足，覆蓋失敗。
[UNKNOWN]",,,0,0,0
898,"發生錯誤。
請過段時間後再試。
[UNKNOWN]",,,0,0,0
899,與目前資料相同，無需下載。,,,0,0,0
900,"儲存介面顯示尺寸、幀數限制等資訊。
※解析度等受設備環境影響的設定不在儲存範圍內。",顯示設定,,0,1,0
901,儲存音量、靜音等設定。,聲音設定,,0,11,0
902,"儲存滑鼠與控制器的各種設定。
※受控制設備影響的設定不在儲存範圍內。",控制器設定,,0,41,0
903,儲存視窗顏色主題的設定。,顏色主題設定,,0,181,0
904,"儲存過場動畫的語音等設定。
※受設備環境影響的設定不在儲存範圍內。",其他設定,,0,51,0
905,儲存聲音的視覺表現、色覺多樣性設定。,協助工具設定,,0,61,0
906,"儲存角色公用巨集的情報。
※角色專用巨集則需要在角色設定資料裡備份。",角色公用巨集,,0,161,0
907,,,,0,0,0
908,,,,0,0,0
909,,,,0,0,0
910,,,,0,0,0
911,,,,0,0,0
912,,,,0,0,0
913,,,,0,0,0
914,,,,0,0,0
915,,,,0,0,0
916,,,,0,0,0
917,,,,0,0,0
918,,,,0,0,0
919,,,,0,0,0
920,儲存滑鼠或控制器的操作類型設定。,角色設定,,0,131,0
921,儲存介面各視窗的位置與尺寸等情報。,介面設定,,0,91,0
922,儲存每個職業的快速鍵與十字快速鍵情報。,快速鍵,,0,111,0
923,儲存套裝列表情報。,套裝列表,,0,141,0
924,儲存快捷建設定。,按鍵設定,,0,151,0
925,儲存訊息視窗用的訊息過濾設定。,消息過濾設定,,0,121,0
926,"儲存角色專用巨集的情報。
※角色公用巨集則需要在用戶端通用設定資料裡備份。",角色專用巨集,,0,161,0
927,儲存九宮幻卡、萌寵之王等設定情報。,其他,,0,51,0
928,儲存好友名單的分組名、戰友列表等情報。,社交,,0,171,0
929,,,,0,0,0
930,,,,0,0,0
931,,,,0,0,0
932,,,,0,0,0
933,,,,0,0,0
934,,,,0,0,0
935,,,,0,0,0
936,,,,0,0,0
937,,,,0,0,0
938,,,,0,0,0
939,,,,0,0,0
940,恢復,,,0,0,0
941,恢復巨集,,,0,0,0
942,恢復設定,,,0,0,0
943,恢復公用巨集,,,0,0,0
944,,,,0,0,0
945,"恢復對象：**用戶端通用設定資料**
中的100個公用巨集",,,0,0,0
946,"下載備份的用戶端通用設定資料時如果發生問題，
可選擇將公用巨集的資料恢復到下載開始前的狀態。
請選擇用來恢復的資料。",,,0,0,0
947,"下載伺服器上儲存的備份資料進行覆蓋時，
會自動儲存最多10個恢復用資料。
現在還沒有恢復用資料。",,,0,0,0
948,資料日期：2013/8/27 8:00,,,0,0,0
949,恢復角色設定,,,0,0,0
950,,,,0,0,0
951,,,,0,0,0
952,"下載備份的角色設定資料時如果發生問題，
可選擇將角色設定資料恢復到下載開始前的狀態。
請選擇用來恢復的資料。",,,0,0,0
953,"下載伺服器上儲存的備份資料進行覆蓋時，
會自動儲存最多10個恢復用資料。
現在還沒有恢復用資料。",,,0,0,0
954,"確定要使用2013/8/27 8:00的資料
恢復角色公用巨集嗎？",,,0,0,0
955,"確定要使用2013/8/27 8:00的資料
恢復角色設定嗎？",,,0,0,0
956,角色公用巨集恢復成功。,,,0,0,0
957,角色公用巨集恢復失敗。,,,0,0,0
958,角色設定恢復成功。,,,0,0,0
959,角色設定恢復失敗。,,,0,0,0
960,備份的資料存在問題，下載失敗。,,,0,0,0
961,破損數據,,,0,0,0
962,"此為將您本地儲存的介面、快速鍵等情報上傳到伺服器備份或下載下來使用的功能。
利用本功能可以讓您在其他設備遊玩時繼承很大一部分設定。

在使用此功能上傳、下載前，強烈建議玩家自行在本地備份一份設定檔。除了透過自己手動備份外，也可以透過登入器設定裡的備份還原選項進行備份。",,,0,0,0
963,已了解上述內容，同意使用此功能。,,,0,0,0
964,繼續,,,0,0,0
965,返回,,,0,0,0
966,恢復用資料清單取得失敗。,,,0,0,0
967,恢復用資料清單取得失敗。,,,0,0,0
968,所選恢復用資料取得失敗。,,,0,0,0
969,恢復失敗。,,,0,0,0
970,恢復準備工作失敗。,,,0,0,0
971,恢復任務失敗。,,,0,0,0
972,暫時不支援Windows®／Mac／PlayStation®4使用各自平臺之外的備份資料。,,,0,0,0
973,正在搜尋恢復用資料。,,,0,0,0
974,正在準備下載。,,,0,0,0
975,複製其他角色的設定數據,,,0,0,0
976,2013/8/27 8:00:00,,,0,0,0
977,,,,0,0,0
978,,,,0,0,0
979,備份系統設定數據,,,0,0,0
980,系統設定備份的更新提示,,,0,0,0
981,已確認。,,,0,0,0
982,"自您上次備份
已經過了UNKNOWN天。
建議您定期更新備份數據。",,,0,0,0
983,自上次備份經過一段期間後進行通知。,,,0,0,0
984,※從系統設定中也可以變更通知設定。,,,0,0,0
985,確認,,,0,0,0
986,,,,0,0,0
987,"複製指定角色的設定數據。
※請依據自己需求，使用備份功能。",,,0,0,0
988,,,,0,0,0
989,,,,0,0,0
990,,,,0,0,0
991,遊戲說明,,,0,0,0
992,,,,0,0,0
993,複製角色設定,,,0,0,0
994,請選擇想要複製的角色設定。,,,0,0,0
995,"可以將其他角色的介面設定
以及快速鍵鍵位等設定數據複製到所選角色。
請選擇想要複製的角色。
※最多顯示8位最近登錄過遊戲的角色。",,,0,0,0
996,正在搜尋其他角色的設定數據。,,,0,0,0
997,沒有找到可以複製的角色設定數據。,,,0,0,0
998,"角色設定數據複製完成。
該角色下次登錄時將適用新的設定數據。",,,0,0,0
999,,,,0,0,0
1000,尾巴長度,,,0,0,0
1001,尾巴形狀,,,0,0,0
1002,,,,0,0,0
1003,最短,,,0,0,0
1004,やや短め,,,0,0,0
1005,標準,,,0,0,0
1006,やや長め,,,0,0,0
1007,最長,,,0,0,0
1008,タイプ1,,,0,0,0
1009,タイプ2,,,0,0,0
1010,タイプ3,,,0,0,0
1011,タイプ4,,,0,0,0
1012,,,,0,0,0
1013,毛紋,,,0,0,0
1014,毛色,,,0,0,0
1015,耳朵長度,,,0,0,0
1016,耳朵形狀,,,0,0,0
1017,胸圍,,,0,0,0
1018,最短,,,0,0,0
1019,やや短め,,,0,0,0
1020,標準,,,0,0,0
1021,やや長め,,,0,0,0
1022,最長,,,0,0,0
1023,類型1,,,0,0,0
1024,類型2,,,0,0,0
1025,類型3,,,0,0,0
1026,類型4,,,0,0,0
1027,,,,0,0,0
1028,最小,,,0,0,0
1029,やや小さめ,,,0,0,0
1030,標準,,,0,0,0
1031,やや大きめ,,,0,0,0
1032,最大,,,0,0,0
1033,耳朵形狀,,,0,0,0
1034,耳朵長度,,,0,0,0
1035,最短,,,0,0,0
1036,最長,,,0,0,0
1037,胸圍,,,0,0,0
1038,最小,,,0,0,0
1039,最大,,,0,0,0
1040,尾巴形狀,,,0,0,0
1041,尾巴長度,,,0,0,0
1042,最短,,,0,0,0
1043,最長,,,0,0,0
1044,牙齒長度,,,0,0,0
1045,刺青與裝飾,,,0,0,0
1046,刺青與裝飾顏色,,,0,0,0
1047,耳尖毛與眉毛與眼線,,,0,0,0
1048,,,,0,0,0
1049,,,,0,0,0
1050,類型1,,,0,0,0
1051,類型2,,,0,0,0
1052,類型3,,,0,0,0
1053,類型4,,,0,0,0
1054,,,,0,0,0
1055,類型1,,,0,0,0
1056,類型2,,,0,0,0
1057,類型3,,,0,0,0
1058,類型4,,,0,0,0
1059,類型5,,,0,0,0
1060,類型6,,,0,0,0
1061,,,,0,0,0
1062,,,,0,0,0
1063,,,,0,0,0
