#,Text,GroupTitle,LookupTable,Group,Key
1525,勝利之星,shenglizhixing,,18,602
1526,星極隊,xingjidui,,18,603
1527,靈極隊,lingjidui,,18,604
1550,【社交】,shejiao.,@,20,0
1551,聊天,liaotian,,20,1
1552,悄悄話,qiaoqiaohua,,20,3
1553,說話,shuohua,,20,2
1554,喊話,hanhua,,20,4
1555,呼喊,huhan,,20,5
1556,好友名單,haoyoumingdan,,20,20
1557,黑名單,heimingdan,,20,21
1558,玩家搜尋,wanjiasousuo,,20,23
1559,通訊貝,tongxunbei,,20,24
1560,莫古郵件,moguyoujian,,20,26
1564,論壇,luntan,,20,33
1565,排名,paiming,,20,34
1566,軍內排名,junneipaiming,,20,35
1567,公會排名,buduipaiming,,20,36
1568,小隊,xiaodui,,20,6
1569,團隊,tuandui,,20,7
1570,通訊貝,tongxunbei,,20,8
1571,公會,budui,,20,9
1572,新人,xinren,,20,10
1573,戰隊,zhandui,,20,11
1574,跨界通訊貝,kuafutongxunbei,,20,12
1575,跨界通訊貝,kuafutongxunbei,,20,25
1576,戰友列表,zhanyouliebiao,,20,22
1600,【採集與製作】,caijiyuzhizuo.,@,22,0
1601,碎晶,suijing,,22,1
1602,水晶,shuijing,,22,2
1603,晶簇,jingcu,,22,3
1604,魔晶石,mojingshi,,22,20
1605,精製魔晶石,jingzhimojingshi,,22,21
1606,魔晶石工藝,mojingshigongyi,,22,22
1607,市場,shichang,,22,30
1608,搜尋道具,sousuodaoju,,22,31
1609,優質,youzhi,,22,10
1610,珍稀,zhenxi,,22,11
1611,獨佔,duzhan,,22,12
1612,素材,sucai,,22,40
1613,簡易製作,jianyizhizuo,,22,41
1614,品質,pinzhi,,22,42
1615,高品質,gaopinzhi,,22,43
1616,最高品質,zuigaopinzhi,,22,44
1617,修理,xiuli,,22,50
1618,修理品,xiulipin,,22,51
1619,染色,ranse,,22,60
1620,良材,liangcai,,22,70
1621,採伐,caifa,,22,71
1622,割草,gecao,,22,72
1623,礦脈,kuangmai,,22,73
1624,採掘,caijue,,22,74
1625,碎石,suishi,,22,75
1626,釣魚,diaoyu,,22,90
1627,鑲嵌魔晶石,xiangqianmojingshi,,22,23
1628,禁忌鑲嵌,jinjixiangqian,,22,24
1629,栽培,zaipei,,22,200
1630,培育,peiyu,,22,201
1631,收穫,shouhuo,,22,202
1632,秘笈,miji,,22,45
1633,分解,fenjie,,22,100
1634,釣場之王,diaochangzhiwang,,22,91
1635,放生,fangsheng,,22,92
1636,未知的採集地點,weizhidecaijididian,,22,76
1637,收藏品,shoucangpin,,22,13
1638,專家,zhuanjia,,22,101
1639,護符,hufu,,22,102
1640,傳承錄,chuanchenglu,,22,103
1642,大地工票,dadigongpiao,,22,160
1649,巧手白票,qiaoshoubaipiao,,22,154
1650,大地白票,dadibaipiao,,22,164
1651,簡易採集,jianyicaiji,,22,77
1652,製作練習,zhizuolianxi,,22,78
1653,蒼天街振興票,tianqiongjiezhenxingpiao,,22,252
1654,收藏價值,shoucangjiazhi,,22,14
1655,巧手紫票,qiaoshouzipiao,,22,155
1656,大地紫票,dadizipiao,,22,165
1657,刺魚,ciyu,,22,93
1658,開拓採集,kaituocaiji,,22,79
1659,開拓製作,kaituozhizuo,,22,80
1660,謝爾達萊青船幣,xieerdalaiqingchuanbi,,22,180
1661,謝爾達萊綠島幣,xieerdalailvdaobi,,22,181
1662,大地使者職能技能,dadishizhezhinengjineng,,22,81
1663,巧手橙票,qiaoshouchengpiao,,22,156
1664,大地橙票,dadichengpiao,,22,166
1900,【蠻神與蠻族】,manshenyumanzu.,@,23,0
1901,蠻神,manshen,,23,1
1902,伊弗利特,yifulite,,23,10
1903,泰坦,taitan,,23,11
1904,迦樓羅,jialouluo,,23,12
1905,巴哈姆特,bahamute,,23,18
1906,莫古爾·莫古XII世,moguermogushiershi,,23,13
1907,蠻族,manzu,,23,2
1908,蜥蜴人,xiyiren,,23,101
1909,風精靈,yaojing,,23,102
1910,鳥人,niaoren,,23,103
1911,地靈,diling,,23,104
1912,魚人,yuren,,23,105
1913,利維坦,liweiyasang,,23,14
1914,拉姆,lamu,,23,15
1915,濕婆,xiwa,,23,16
1916,亞歷山大,yalishanda,,23,32
1917,羅波那,luobona,,23,30
1918,俾斯麥,bisimai,,23,31
1919,骨頜族,guhezu,,23,110
1920,瓦努族,wanuzu,,23,111
1921,哥布林,gebulin,,23,106
1922,龍族,longzu,,23,113
1923,尼德霍格,nidehuoge,,23,33
1924,賽菲羅特,safeiluote,,23,34
1925,索菲亞,suofeiya,,23,35
1926,祖爾宛,zuerwan,,23,36
1927,甲人族,jiarenzu,,23,112
1928,阿難陀族,anantuozu,,23,120
1929,須佐之男,xuzuozhinan,,23,40
1930,吉祥天女,jixiangtiannv,,23,41
1931,神龍,shenlong,,23,42
1932,歐米茄,oumijia,,23,43
1933,白虎,baihu,,23,44
1934,月讀,yuedu,,23,45
1935,莫古利,moguli,,23,114
1936,鯰魚精,nianyujing,,23,121
1937,鳳凰,businiao,,23,17
1938,奧汀,aoding,,23,19
1939,朱雀,zhuque,,23,46
1940,青龍,qinglong,,23,47
1941,緹坦妮雅,titanniya,,23,48
1942,無瑕靈君,wuxialingjun,,23,49
1943,黑迪斯,hadisi,,23,50
1944,矮人族,airenzu,,23,122
1945,仙子族,xianzizu,,23,123
1946,恩莫族,enmozu,,23,124
1947,奇塔利族,qitalizu,,23,125
1948,紅寶石武器,hongbaoshishenbing,,23,51
1949,光之戰士,guangzhizhanshi,,23,52
1950,綠寶石武器,lvbaoshishenbing,,23,53
1951,鑽石武器,zuanshishenbing,,23,54
1952,象魔族,xiangmozu,,23,126
1953,悌陽象族,tiyangxiangzu,,23,127
1954,兔兔族,tutuzu,,23,128
1955,佐狄亞克,zuodiyake,,23,55
1956,海德林,haidelin,,23,56
1957,奧密克戎族,aomikerongzu,,23,129
1958,巴爾巴莉希亞,baerbalixiya,,23,57
1959,盧比坎特,lubikante,,23,58
1960,高貝扎,gaobeizha,,23,59
1961,澤羅姆斯,zeluomusi,,23,60
1962,佩魯佩魯族,peilupeiluzu,,23,130
1963,莫布林族,mobulinzu,,23,131
1964,輝鱗族,huilinzu,,23,132
1965,尤卡巨人族,youkajurenzu,,23,133
1966,哈努族,hanuzu,,23,134
1967,艷翼蛇鳥,yanyisheniao,,23,61
1968,佐拉加,zuolajia,,23,62
1969,永恆女王,yonghengnvwang,,23,63
2000,【任務】,renwu.,@,24,0
2001,任務副本,renwufuben,,24,100
2002,任務,renwu,,24,1
2003,主線任務,zhuxianrenwu,,24,2
2004,支線任務,zhixianrenwu,,24,3
2005,職業任務,zhiyerenwu,,24,4
2006,特職任務,tezhirenwu,,24,5
2007,軍隊任務,junduirenwu,,24,6
2008,F.A.T.E.事件,-,,24,101
2009,行會理符,hanghuilifu,,24,600
2010,理符任務,lifurenwu,,24,601
2011,傭兵任務,yongbingrenwu,,24,602
2012,採集任務,caijirenwu,,24,603
2013,製作任務,zhizuorenwu,,24,604
2015,軍隊理符,junduilifu,,24,606
2017,理符連接,lifulianjie,,24,608
2018,理符受理限額,lifushoulixiane,,24,609
2019,理符難度,lifunandu,,24,610
2020,行會令,hanghuiling,,24,500
2021,迷宮,migong,,24,1000
2022,討伐戰,taofazhan,,24,2000
2023,殲滅戰,jianmiezhan,,24,2001
2024,強攻戰,qianggongzhan,,24,2002
2025,大型任務,daxingrenwu,,24,3000
2026,鬥技場,jingjichang,,24,6101
2027,托托·拉克千獄,tuotuolakeqianyu,,24,1005
2028,塔姆·塔拉墓園,tamutalamuyuan,,24,1002
2029,銅鈴銅山,tonglingtongshan,,24,1003
2030,沙斯塔夏溶洞,shasitaxiarongdong,,24,1001
2031,黃金谷,huangjingu,,24,1012
2032,靜語莊園,jingyuzhuangyuan,,24,1006
2033,日影地修練所,riyingdixiuliansuo,,24,1004
2034,布雷福洛克斯野營地,buleifuluokesiyeyingdi,,24,1007
2035,喀恩埋沒聖堂,kaenmaimoshengtang,,24,1008
2036,放浪神古神殿,fanglangshengushendian,,24,1013
2037,石衛塔,shiweita,,24,1010
2038,樵鳴洞,qiaomingdong,,24,1009
2039,澤梅爾要塞,zemeieryaosai,,24,1011
2040,無限城古堡,wuxianchenggubao,,24,1016
2041,帝國南方堡,diguonanfangbao,,24,1014
2042,天幕魔導城,tianmumodaocheng,,24,1015
2043,完成集團戰訓練！,wanchengjituanzhanxunlian,,24,501
2044,討伐彷徨死靈！,taofapanghuangsiling,,24,502
2045,突破所有關門，討伐最深處的敵人！,tuposuoyouguanmentaofazuishenchudediren,,24,503
2046,捕獲金幣龜！,buhuojinbigui,,24,504
2047,驅除劇毒妖花！,quchujuduyaohua,,24,505
2048,消滅惡徒團夥寄生蜂團！,xiaomieetutuanhuojishengfengtuan,,24,506
2049,討伐夢幻之布拉奇希奧！,taofamenghuanzhibulaqixiao,,24,507
2050,擊潰哥布林炸彈軍團！,jikuigebulinzhadanjuntuan,,24,508
2051,討伐污染源頭毛爾波爾！,taofawuranyuantoumojiehua,,24,509
2052,討伐坑道中出現的妖異！,taofakengdaozhongchuxiandeyaoyi,,24,510
2053,注意無敵的眷屬，討伐大型妖異！,zhuyiwudidejuanshutaofadaxingyaoyi,,24,511
2054,討伐炸彈的女王！,taofabaodanguaidenvwang,,24,512
2055,殲滅特殊陣型的妖異！,jianmieteshuzhenxingdeyaoyi,,24,513
2056,制止三方混戰的巨人族，守住遺物！,zhizhisanfanghunzhandejurenzushouzhuyiwu,,24,514
2057,伊弗利特討伐戰,yifulitetaofazhan,,24,2010
2058,泰坦討伐戰,taitantaofazhan,,24,2015
2059,迦樓羅討伐戰,jialouluotaofazhan,,24,2020
2060,真 伊弗利特殲滅戰,yifulitejianmiezhan,,24,2011
2061,真 泰坦殲滅戰,taitanjianmiezhan,,24,2016
2062,真 迦樓羅殲滅戰,jialouluojianmiezhan,,24,2021
2063,里塔提恩強攻戰,litatienqianggongzhan,,24,2025
2064,巴哈姆特大迷宮,bahamutedamigong,,24,3010
2065,狼獄水上鬥技場,langyushuishangjingjichang,,24,6100
2066,極 伊弗利特殲滅戰,yifulitejianjizhan,,24,2012
2067,極 泰坦殲滅戰,taitanjianjizhan,,24,2017
2068,極 迦樓羅殲滅戰,jialouluojianjizhan,,24,2022
2069,善王莫古爾·莫古XII世殲滅戰,mogulixianwangjianmiezhan,,24,2030
2070,究極幻想 究極武器破壞作戰,jiujishenbingjiaxiangzuozhan,,24,2035
2071,水晶塔,shuijingta,,24,3501
2072,邂逅之章,xiehouzhizhang,,24,3012
2073,古代人迷宮,gudairenmigong,,24,3502
2074,解讀,jiedu,,24,300
2075,困難模式,kunnanmoshi,,24,301
2076,隨機任務,suijirenwu,,24,110
2077,入侵之章,ruqinzhizhang,,24,3013
2078,天狼星燈塔,tianlangxingdengta,,24,1020
2079,極王莫古爾·莫古XII世殲滅戰,mogulixianwangjianjizhan,,24,2031
2080,真 利維坦殲滅戰,liweiyasangjianmiezhan,,24,2040
2081,極 利維坦殲滅戰,liweiyasangjianjizhan,,24,2041
2082,死化奇美拉討伐戰,sihuaqimeilataofazhan,,24,2026
2083,海德拉討伐戰,haidelataofazhan,,24,2027
2084,吉爾伽美什殲滅戰,daqiaoshangdejuedou,,24,2045
2085,PvP,duizhan,,24,6000
2086,友好部族任務,youhaobuzurenwu,,24,10
2087,友好部族日常任務,youhaobuzurichangrenwu,,24,11
2088,友好部族劇情任務,youhaobuzujuqingrenwu,,24,12
2089,支線劇情任務,zhixianjuqingrenwu,,24,20
2090,尋寶,xunbao,,24,104
2091,編年史任務,biannianshirenwu,,24,21
2092,季節活動,jijiehuodong,,24,22
2093,無限城市街古跡,wuxianchengshijieguji,,24,1021
2094,黃道文書,huangdaowenshu,,24,310
2095,天球書卷,tianqiushujuan,,24,311
2096,狩獵任務,guaiwushoulie,,24,105
2097,危險標的狩獵任務,emingjingyingshoulie,,24,106
2098,真 拉姆殲滅戰,lamujianmiezhan,,24,2050
2099,極 拉姆殲滅戰,lamujianjizhan,,24,2051
2100,希爾科斯塔,xierkesita,,24,3503
2101,巴哈姆特零式大迷宮,bahamutelingshidamigong,,24,3011
2102,加爾提諾平原,jiaertinuopingyuan,,24,6201
2103,破艦島,pojiandao,,24,1022
2104,紛爭前線,fenzhengqianxian,,24,6200
2106,高難度,gaonandu,,24,112
2108,真源之章,zhenyuanzhizhang,,24,3014
2109,真 濕婆殲滅戰,xiwajianmiezhan,,24,2055
2110,極 濕婆殲滅戰,xiwajianjizhan,,24,2056
2111,披雪大冰壁,pixuedabingbi,,24,1023
2112,艾瑪姬娜杯鬥技大會決賽,aimajinabeidoujidahuijuesai,,24,2060
2113,供應任務,gongyingrenwu,,24,23
2114,奧汀殲滅戰,aodingjianmiezhan,,24,2061
2115,暗之世界,anzhishijie,,24,3504
2117,周邊遺跡群（陣地戰）,zhoubianyijiqunzhendizhan,,24,6203
2119,密約之塔,miyuezhita,,24,1024
2120,真 吉爾伽美什殲滅戰,wuxianchengdesidou,,24,2046
2121,無影,wuying,,24,320
2122,虛無界,xuwujie,,24,321
2123,迦巴勒幻想圖書館,jiabalehuanxiangtushuguan,,24,1104
2124,不獲島,buhuodao,,24,1106
2125,伊修加爾德教皇廳,yixiujiadejiaohuangting,,24,1103
2126,無限回廊,wuxianhuilang,,24,1107
2127,暮衛塔,muweita,,24,1100
2128,索姆阿爾靈峰,suomuaerlingfeng,,24,1101
2129,魔科學研究所,mokexueyanjiusuo,,24,1105
2130,龍巢神殿,longchaoshendian,,24,1102
2131,真 羅波那殲滅戰,luobonajianmiezhan,,24,2100
2132,極 羅波那殲滅戰,luobonajianjizhan,,24,2101
2133,真 俾斯麥殲滅戰,bisimaijianmiezhan,,24,2105
2134,極 俾斯麥殲滅戰,bisimaijianjizhan,,24,2106
2135,塵封秘岩（爭奪戰）,chenfengmiyanzhengduozhan,,24,6205
2137,亞歷山大機神城,yalishandajigongcheng,,24,3050
2138,亞歷山大零式機神城,yalishandalingshijigongcheng,,24,3051
2139,啟動之章,qidongzhizhang,,24,3052
2140,那布里亞勒斯討伐戰,nabuliyalesitaofazhan,,24,2065
2141,皇都伊修加爾德保衛戰,huangduyixiujiadebaoweizhan,,24,2066
2142,圓桌騎士殲滅戰,yuanzhuoqishijianmiezhan,,24,2110
2143,神殿騎士團理符,shendianqishituanlifu,,24,611
2144,聖茉夏娜植物園,shengmoxianazhiwuyuan,,24,1108
2145,瑪哈之影,mahazhiying,,24,3510
2146,魔航船虛無方舟,mohangchuanxuwufangzhou,,24,3511
2147,初學者學堂,chuxuezhexuetang,,24,102
2148,顛倒塔,diandaota,,24,1109
2149,律動之章,lvdongzhizhang,,24,3053
2150,魔神賽菲羅特殲滅戰,safeiluotejianmiezhan,,24,2120
2151,極 魔神賽菲羅特殲滅戰,safeiluotejianjizhan,,24,2121
2153,群狼盛宴,qunlangshengyan,,24,6103
2154,木人殲滅戰,murenjianmiezhan,,24,103
2155,憶罪宮,yizuigong,,24,1110
2156,禁忌城邦瑪哈,jinjichengbangmaha,,24,3512
2157,深層迷宮,shencengmigong,,24,4000
2158,死者宮殿,sizhegongdian,,24,4001
2159,尼德霍格征龍戰,nidehuogezhenglongzhan,,24,2115
2160,極 尼德霍格征龍戰,nidehuogechuanqizhenglongzhan,,24,2116
2161,榮譽野（碎冰戰）,rongyuyesuibingzhan,,24,6207
2163,決鬥,juedou,,24,6001
2164,塞爾法特爾,saierfateer,,24,1111
2165,女神索菲亞殲滅戰,suofeiyajianmiezhan,,24,2125
2166,極 女神索菲亞殲滅戰,suofeiyajianjizhan,,24,2126
2167,天動之章,tiandongzhizhang,,24,3054
2168,巴埃薩長城,baaisachangcheng,,24,1112
2169,影之國,yingzhiguo,,24,3513
2170,鬼神祖爾宛殲滅戰,zuerwanjianmiezhan,,24,2130
2171,極 鬼神祖爾宛殲滅戰,zuerwanjianjizhan,,24,2131
2172,紫水宮,zishuigong,,24,1201
2173,巴兒達木霸道,baerdamubadao,,24,1202
2174,多瑪王城,duomawangcheng,,24,1203
2175,帝國白山堡,diguobaishanbao,,24,1204
2176,須佐之男殲滅戰,xuzuozhinanjianmiezhan,,24,2200
2177,極 須佐之男殲滅戰,xuzuozhinanjianjizhan,,24,2201
2178,吉祥天女殲滅戰,jixiangtiannvjianmiezhan,,24,2205
2179,極 吉祥天女殲滅戰,jixiangtiannvjianjizhan,,24,2206
2180,神龍殲滅戰,shenlongjianmiezhan,,24,2210
2181,歐米茄時空狹縫,oumijiashikongxiafeng,,24,3100
2182,歐米茄零式時空狹縫,oumijialingshishikongxiafeng,,24,3101
2183,德爾塔幻境,deertahuanjing,,24,3102
2184,星導寺,xingdaosi,,24,1207
2185,斯卡拉遺跡,sikalayiji,,24,1208
2186,極 神龍殲滅戰,shenlongjianjizhan,,24,2211
2187,團隊任務,tuanduirenwu,,24,3500
2188,重返伊瓦利斯,chongfanyiwalisi,,24,3520
2189,失落之都拉巴納斯塔,shiluozhidulabanasita,,24,3521
2190,絕 巴哈姆特殲滅戰,bahamutejuejingzhan,,24,3400
2191,烈羽爭鋒,lieyuzhengfeng,,24,6300
2192,距骨研究所（機動戰）,juguyanjiusuojidongzhan,,24,6301
2193,獄之蓋,yuzhigai,,24,1209
2194,白虎征魂戰,baihuzhenhunzhan,,24,2215
2195,極 白虎征魂戰,baihushihunzhan,,24,2216
2196,西格瑪幻境,xigemahuanjing,,24,3103
2197,禁地優雷卡,jindiyouleika,,24,4050
2198,常風之地,changfengzhidi,,24,4051
2200,【坐騎】,zuoqi.,"Mount[1-1,4-6,8-9,15-15,18-22,25-38,40-50,52-56,58-59,62-62,65-65,67-78,80-84,86-87,90-102,104-106,108-116,121-127,130-130,133-133,135-136,138-146,148-148,150-154,156-156,158-164,166-168,170-195,197-197,200-209,211-220,222-226,228-243,245-250,252-269,273-274,277-277,279-288,290-294,297-306,308-308,310-336,338-340,342-354,356-358,360-361,363-365,372-374,381-383,385-385,389-390]",49,0
2201,【職業與特職】,zhiyeyutezhi.,ClassJob[1-42],50,0
2202,【地名】,diming.,"PlaceName[20-37,39-59,61-65,94-94,107-107,112-112,123-123,125-125,128-129,140-140,154-154,184-184,206-206,216-216,218-218,223-223,230-230,237-237,239-239,260-260,271-271,290-290,300-300,313-313,323-323,325-325,331-331,337-337,350-350,357-361,386-386,388-388,392-392,401-401,404-404,406-406,411-411,418-418,425-427,430-430,457-457,464-468,478-478,493-493,496-498,548-548,617-617,694-695,733-733,1301-1304,1334-1334,1363-1363,1374-1374,1377-1377,1390-1390,1399-1399,1406-1409,1431-1431,1436-1436,1484-1484,1500-1500,1628-1628,1633-1633,1638-1638,1645-1645,1647-1647,1664-1665,1708-1708,1714-1714,1723-1723,1731-1731,1740-1740,1742-1742,1759-1759,1792-1793,1799-1802,1805-1805,1807-1807,1809-1809,1835-1835,1841-1841,1847-1847,1853-1853,1857-1857,1868-1868,1884-1884,2000-2002,2018-2018,2025-2025,2031-2031,2034-2034,2038-2038,2042-2042,2046-2046,2050-2050,2081-2082,2088-2088,2090-2090,2099-2101,2116-2116,2123-2123,2130-2131,2147-2148,2151-2151,2178-2178,2181-2181,2200-2200,2204-2204,2214-2214,2256-2256,2265-2266,2295-2295,2297-2301,2310-2310,2327-2327,2340-2340,2354-2354,2357-2360,2367-2367,2372-2372,2383-2383,2400-2404,2406-2414,2448-2450,2462-2462,2483-2483,2485-2485,2496-2496,2499-2499,2510-2510,2529-2530,2545-2545,2549-2549,2586-2586,2589-2589,2613-2613,2634-2634,2646-2646,2660-2660,2665-2665,2670-2670,2691-2691,2693-2693,2707-2708,2715-2715,2717-2720,2725-2725,2727-2727,2736-2736,2762-2762,2769-2769,2773-2773,2775-2775,2779-2779,2793-2793,2801-2801,2805-2805,2810-2810,2813-2814,2822-2822,2833-2833,2850-2851,2864-2864,2936-2936,2950-2958,2979-2979,2982-2982,2985-2985,2997-2997,3007-3007,3017-3018,3044-3044,3050-3050,3057-3057,3075-3075,3094-3094,3105-3105,3122-3122,3129-3129,3135-3135,3139-3139,3147-3147,3156-3157,3170-3170,3179-3179,3195-3195,3205-3205,3214-3220,3222-3222,3229-3229,3378-3378,3385-3385,3425-3425,3435-3435,3442-3442,3467-3469,3477-3477,3486-3487,3492-3492,3511-3511,3534-3534,3568-3568,3581-3581,3590-3590,3595-3595,3597-3597,3620-3620,3635-3635,3644-3644,3647-3647,3662-3663,3684-3686,3700-3713,3736-3736,3759-3759,3769-3770,3783-3783,3797-3799,3818-3818,3833-3833,3850-3850,3852-3852,3880-3880,3886-3886,3894-3894,3903-3903,3915-3915,3926-3926,3928-3929,3938-3938,3949-3949,3966-3966,3973-3973,3978-3978,3983-3983,4015-4015,4042-4043,4090-4094,4098-4098,4100-4100,4111-4111,4118-4118,4135-4135,4139-4139,4146-4146,4154-4154,4167-4167,4180-4180,4196-4199,4227-4227,4249-4250,4258-4258,4270-4270,4287-4287,4289-4289,4296-4297,4307-4308,4338-4338,4358-4358,4362-4362,4375-4375,4377-4377,4383-4383,4416-4416,4431-4431,4441-4441,4443-4443,4480-4480,4500-4510,4540-4540,4550-4550,4562-4562,4582-4582,4595-4595,4598-4598,4602-4603,4614-4614,4625-4625,4659-4659,4664-4664,4667-4667,4678-4678,4685-4685,4694-4694,4700-4700,4713-4713,4721-4721,4754-4754,4909-4909,4926-4926,4932-4932,5000-5000,5007-5007,5027-5027,5102-5105,5114-5117,5126-5126,5137-5138,5153-5153,5155-5156,5175-5177,5219-5219]",51,0
2203,【民族】,minzu.,Race,52,0
2204,【部族】,buzu.,Tribe,53,0
2205,【守護神】,shouhushen.,GuardianDeity[1-12],54,0
2206,【共通技能】,gongtongjineng.,"GeneralAction[1-10,12-22,24-27,31-42]",55,0
2207,【技能】,jineng.,"Action[9-9,15-17,20-24,27-31,37-38,40-46,48-49,51-54,56-56,61-62,65-66,69-70,74-75,78-78,83-88,90-90,92-92,94-94,96-98,100-101,106-107,110-110,112-114,116-121,124-125,127-127,131-133,135-137,139-142,144-144,147-147,149-149,152-159,162-163,166-167,172-173,181-181,185-186,188-190,197-208,210-211,215-215,218-218,220-222,224-224,227-228,232-232,235-235,237-241,260-260,268-269,272-273,280-280,288-291,294-297,299-300,303-303,802-803,805-805,2135-2135,2240-2242,2245-2248,2254-2255,2258-2272,2864-2864,2866-2866,2868-2868,2870-2870,2872-2874,2876-2876,2878-2878,2887-2887,2890-2890,3538-3543,3545-3545,3547-3547,3549-3552,3554-3563,3566-3566,3568-3571,3573-3573,3576-3579,3581-3587,3594-3596,3598-3601,3603-3603,3606-3606,3608-3608,3610-3610,3612-3615,3617-3617,3621-3621,3623-3625,3629-3629,3632-3632,3634-3634,3636-3636,3638-3639,3641-3641,3643-3643,4072-4073,4081-4081,4086-4087,4095-4095,4100-4100,4102-4106,4179-4179,4238-4248,4262-4262,4574-4574,4589-4589,4595-4596,4631-4631,4639-4639,7381-7397,7399-7416,7418-7422,7426-7442,7444-7445,7447-7447,7449-7449,7477-7493,7495-7499,7503-7507,7509-7521,7523-7531,7533-7533,7535-7535,7537-7538,7540-7542,7546-7546,7548-7549,7551-7551,7553-7554,7557-7557,7559-7562,7568-7568,7571-7571,7632-7632,7861-7863,7867-7867,7869-7869,7903-7906,7909-7911,8324-8324,15989-16015,16137-16153,16155-16165,16191-16196,16457-16474,16476-16483,16485-16489,16491-16507,16510-16511,16514-16519,16524-16536,16539-16543,16545-16546,16548-16548,16550-16557,16559-16560,16578-16578,16766-16766,16889-16889,17105-17106,17206-17206,17209-17209,17215-17215,17864-17865,18073-18073,19004-19004,19012-19012,19264-19264,19297-19297,21177-21178,21203-21205,22182-22185,24283-24318,24373-24405,24858-24859,25589-25590,25746-25755,25757-25774,25776-25778,25780-25840,25843-25851,25855-25862,25865-25868,25871-25875,25880-25880,25882-25885,26521-26521,26804-26806,26870-26872,27523-27523,29729-29734,32065-32068,34606-34647,34650-34681,34683-34686,34688-34691,34866-34867,34871-34871,35347-35349,35920-35922,36918-36932,36934-36999,37002-37035,37045-37047,37594-37595]",56,0
2208,【製作技能】,zhizuojineng.,"CraftAction[100001-100004,100010-100010,100128-100128,100177-100177,100203-100203,100227-100227,100283-100283,100299-100299,100315-100315,100323-100323,100339-100339,100355-100355,100363-100363,100371-100371,100379-100379,100387-100387,100395-100395,100403-100403,100411-100411,100419-100419,100427-100427,100435-100435,100443-100443,100451-100451,100459-100459,100467-100467,100475-100475]",57,0
2209,【搭檔技能】,dadangjineng.,BuddyAction,58,0
2210,【召喚獸技能】,zhaohuanshoujineng.,PetAction[1-6],59,0
2211,【天候】,tianhou.,"Weather[col-1,1-20,22-23,25-25,29-29,35-36,40-40,44-44,49-51,53-54,60-60,66-66,69-69,71-71,74-74,77-77,80-80,82-82,84-84,87-87,92-92,95-95,97-97,101-102,109-113,116-116,118-118,120-120,122-122,125-125,133-138,144-145,147-149,151-151,156-157,160-162,171-171,179-179,181-181,187-188,190-194,197-197]",60,0
2212,【設定選單】,kuaijiezhiling.,"MainCommand[col-5,1-36,41-42,44-44,56-62,64-70,72-82,84-99]",61,0
2213,【文本指令】,wenbenzhiling.,"TextCommand[col-8,col-5,1-31,33-211,213-271,273-275,277-321,323-455,459-643,646-653,657-668,670-684,686-687,689-689,693-697]",62,0
2214,【PvP技能】,duizhanjineng.,"Action[29054-29062,29065-29067,29069-29069,29071-29087,29091-29095,29097-29104,29106-29110,29123-29123,29128-29128,29130-29130,29223-29234,29236-29237,29240-29240,29242-29245,29253-29264,29266-29266,29391-29395,29399-29402,29404-29409,29412-29423,29428-29432,29469-29469,29475-29478,29481-29497,29499-29508,29510-29515,29523-29528,29530-29533,29535-29540,29543-29554,29559-29559,29649-29651,29653-29655,29657-29658,29660-29660,29662-29671,29673-29673,29675-29676,29678-29678,29680-29681,29699-29700,29707-29707,29711-29711,29716-29716,29736-29736,30896-30897,39157-39161,39163-39163,39166-39186,39189-39196,39198-39213,39215-39216,39782-39783,41428-41438,41442-41452,41454-41458,41464-41464,41467-41470,41472-41476,41478-41478,41480-41496,41498-41511,41577-41577,41658-41658,42194-42194,43243-43252,43254-43257,43259-43259,43291-43291]",63,0
2215,【召喚獸】,zhaohuanshou.,"Pet[0,1-2,6-8,10-10,14-15,17-19,23-24,27-32,46-46]",64,0
2216,【寵物】,chongwu.,"Companion[noun,1-67,71-152,154-222,224-492,493-528,530-542,544-545,547-550]",65,0
2217,【召喚獸的外貌】,zhaohuanshoudewaimao,PetMirage[col-2],66,0
2218,【PvP連擊技能】,duizhanlianjijineng,"ActionComboRoute[50-59,65-65]",67,0
2219,【文理技能】,wenlijineng,"Action[12958-13007,14476-14481]",68,0
2220,【青魔法】,qingmofa,"Action[11383-11431,18295-18325,23264-23267,23269-23273,23275-23288,23290-23290,34563-34582]",69,0
2221,【失傳技能】,shichuanjineng,"Action[20701-20770,22344-22356,23907-23922]",70,0
2900,【職業量譜】,zhiyeliangpu,@,28,0
2901,忠義量譜,zhongyiliangpu,,28,1
2902,忠義,zhongyi,,28,2
2904,鬥氣量譜,douqiliangpu,,28,11
2905,獸魂量譜,shouhunliangpu,,28,20
2906,獸魂,shouhun,,28,21
2907,龍血量譜,longxueliangpu,,28,30
2909,戰歌量譜,zhangeliangpu,,28,40
2910,詩心,shixin,,28,41
2911,百合花莖量譜,baihehuajingliangpu,,28,50
2912,治療百合,zhiliaobaihe,,28,51
2913,元素量譜,yuansuliangpu,,28,60
2914,靈極心,lingjixin,,28,61
2915,乙太超流量譜,yitaichaoliuliangpu,,28,70
2916,龍神同調,shenlongtongdiao,,28,72
2917,同調量譜,tongdiaoliangpu,,28,71
2919,異想量譜,yixiangliangpu,,28,80
2920,異想乙太,yixiangyitai,,28,81
2922,忍氣量譜,renqiliangpu,,28,91
2923,忍氣,renqi,,28,92
