#,Text,LogKind,DisplayFlags,Unknown1,Duration,Unknown2
2903,填满颜色的岩石化为了实体！,57,513,0,0,False
2904,填满颜色的提丰化为了实体！,57,513,0,0,False
2905,填满颜色的塞壬化为了实体！,57,513,0,0,False
2906,填满颜色的瀑布化为了实体！,57,513,0,0,False
2907,注意躲避下方的攻击！,57,513,0,0,False
2908,只能选择一张卡片！,60,32,0,0,False
2909,已选择过该卡片。,60,32,0,0,False
2910,没有反应……,57,33,0,0,False
2911,移动到了客车上……,57,513,0,0,False
2912,移动到了货车上……,57,513,0,0,False
2913,对魔列车造成了UNKNOWN点伤害！,57,33,0,0,False
2914,感觉到了一阵猛烈的窒息感……,57,33,0,0,False
2915,填满颜色的空军装甲化为了实体！,57,513,0,0,False
2916,阿尔法取出了一张卡片！,57,33,0,0,False
2917,未满足必要人数，已被强制退出任务。,57,513,0,0,False
2918,由地脉、风脉、水脉之力形成的结界……,57,513,0,0,False
2919,水脉之间充满了力量！,57,1,0,0,False
2920,地脉之间充满了力量！,57,1,0,0,False
2921,风脉之间充满了力量！,57,1,0,0,False
2922,水脉之力消失了！,57,513,0,0,False
2923,地脉之力消失了！,57,513,0,0,False
2924,风脉之力消失了！,57,513,0,0,False
2925,解除了龙脉结界！,57,513,0,0,False
2926,启动了风水转魂塔！,57,1,0,0,False
2927,打倒了赛太岁，水脉的紊乱消失了！,57,1,0,0,False
2928,启动了风水转魂塔！,57,1,0,0,False
2929,打倒了赛太岁，风脉的紊乱消失了！,57,1,0,0,False
2930,风水之力使幻水湖出现了……,57,513,0,0,False
2931,幻水湖的面积增加了……,57,513,0,0,False
2932,幻水湖的面积再次增加了……,57,513,0,0,False
2933,"此次战斗可以使用由艾露猫提供的“回复药G”这一任务指令。
请注意使用次数限制，善加利用。",57,65,0,0,False
2934,由于生活环境遭到破坏，野生的魔物们聚集了过来！,57,513,0,0,False
2935,在火龙的影响下，体力恢复受到了阻碍！,57,513,0,0,False
2936,身体开始沉入幻水湖……,57,513,0,0,False
2937,可以在火龙的尸体上剥取材料了！,57,33,0,0,False
2938,已剥取完毕，无法再次剥取。,60,9,0,0,False
2939,,0,0,0,0,False
2940,周围的磁场开始发生变化……,57,33,0,0,False
2941,周围的磁场开始变得混乱……,57,33,0,0,False
2942,月读的痛苦加深了自身的怨念……,57,33,0,0,False
2943,被虫洞吞进去了……,57,513,0,0,False
2944,被妖力操纵的水块飞了过来！,57,513,0,0,False
2945,受到了月亮的魔力……,57,33,0,0,False
2946,鬼龙雅兹玛特露出了核心！,57,33,0,0,False
2947,对火龙造成了UNKNOWN点伤害！,57,33,0,0,False
2948,满月的魔力充盈着月读……,57,33,0,0,False
2949,新月的魔力烧灼着月读……,57,33,0,0,False
2950,一位冒险者受到魔法支援变成了莫古力！,57,33,0,0,False
2951,草木纲魔物闯入了进来！,57,33,0,0,False
2952,地面开始轻微摇晃……,57,33,0,0,False
2953,泥块沾到泥的话好像会越变越大……,57,33,0,0,False
2954,地板下的泥浆开始激烈地冒泡！,57,33,0,0,False
2955,尘世幻龙的魔力已经充满！,57,33,0,0,False
2956,"在本任务中队员陷入无法战斗状态后会自动复活。
但团灭或全队累计陷入无法战斗状态3次会导致狩猎失败。",57,33,0,0,False
2957,Firstname Lastname力竭了。,57,513,0,0,False
2958,尘世幻龙释放了自身的魔力！,57,33,0,0,False
2959,黑水晶出现了！,57,33,0,0,False
2960,朱雀的眷属在苏生的力量下复活了……,57,33,0,0,False
2961,朱雀眷属的体力得到了大幅的增加……,57,33,0,0,False
2962,狂暴的荒魂开始对地脉产生影响！,57,33,0,0,False
2963,踏上箭头，面朝指定的方向！,57,33,0,0,False
2964,次元的法则已经崩溃，开始侵蚀所有的事物！,57,33,0,0,False
2965,能量正在向视觉组汇集！,57,33,0,0,False
2966,尘世幻龙开始积攒魔力！,57,33,0,0,False
2967,尘世幻龙开始进一步积攒魔力！,57,33,0,0,False
2968,快恢复飞燕的体力！,57,33,0,0,False
2969,泥口花将魔物锁定为目标！,57,33,0,0,False
2970,"此次战斗中可以使用任务指令“欧米茄干扰器”。
使用该指令可以破坏欧米茄的追加兵装。",57,33,0,0,False
2971,突破极限，准备抵御三角攻击！,57,33,0,0,False
2972,接受记忆数据流，清除记忆污染！,57,33,0,0,False
2973,终结山脉使太阳神之鳞变得更硬了！,57,33,0,0,False
2974,按照飞燕的指示进行移动！,57,33,0,0,False
2975,姆斯塔迪奥看穿了你的弱点……,57,33,0,0,False
2976,姆斯塔迪奥正在寻找你的弱点……,57,33,0,0,False
2977,"此次战斗中
可以使用任务指令“位移破击”。
将其灵活运用在攻击与移动中吧。",57,33,0,0,False
2978,"看好时机配合诺克提斯使用“位移破击”，
进行“连锁攻击”吧！",57,33,0,0,False
2979,向石塔发动“位移破击”，与迦楼罗拉开距离！,57,33,0,0,False
2980,被异常空间所包覆，无法进行任何行动……,57,33,0,0,False
2981,圣盾的印章闪耀出了光芒！ 触碰印章后就可以使用任务指令“圣盾防御”了！,57,33,0,0,False
2982,圣剑的印章闪耀出了光芒！ 触碰印章后就可以使用任务指令“圣剑攻击”了！,57,33,0,0,False
2983,英雄开始前往前线……,57,33,0,0,False
2984,英雄还需要再花些时间才能到达……,57,33,0,0,False
2985,英雄马上就要到了……,57,33,0,0,False
2986,"“流石だ……なかなかやるじゃないかッ！
だが、このアビリティに耐えることができるかなッ！？”",57,1,0,0,False
2987,“ファイナルテスタメント！”,57,1,0,0,False
2988,"通过配合诺克提斯使用“位移破击”
发动了“连锁攻击”！",57,33,0,0,False
2989,原祖鲨出现了！,57,33,0,0,False
2990,正在积蓄力量……,57,33,0,0,False
2991,隆卡石像散发出了妖异的光辉！,57,33,0,0,False
2992,从洞窟内部传来了某种声音……,57,33,0,0,False
2993,从洞窟内部传来了某种像是叫声的声音……,57,33,0,0,False
2994,从洞窟内部再次传来了叫声……,57,33,0,0,False
2995,叫声的源头应该就在附近……,57,33,0,0,False
2996,沃斯里大王的祝福使敌方获得了光辉之环！,57,33,0,0,False
2997,光辉之环令魔力加速了……,57,33,0,0,False
2998,恢复的全部体力吧！,57,33,0,0,False
2999,在死亡宣告的影响下，力尽倒地了……,57,33,0,0,False
3000,周围的建筑物开始倒塌……,57,33,0,0,False
3001,解散部队手续办理失败。,60,9,0,0,False
3002,只有部队长有权解散部队。,60,8,0,0,False
3003,无法解散部队，部队中还有其他成员。,60,9,0,0,False
3004,追加阶级失败。,60,8,0,0,False
3005,追加阶级失败，阶级名称存在问题。,60,9,0,0,False
3006,任命阶级失败。,60,8,0,0,False
3007,没有获得“”的权限。,60,9,0,0,False
3008,没有获得“”的权限。,60,9,0,0,False
3009,阶级名称更改失败。,60,8,0,0,False
3010,更改阶级设置失败。,60,8,0,0,False
3011,删除阶级失败。,60,8,0,0,False
3012,更改阶级序列失败。,60,8,0,0,False
3013,除名队员手续办理失败。,60,8,0,0,False
3014,无法将部队长从部队中除名。,60,8,0,0,False
3015,除名队员手续办理失败，目标现在不是部队成员。,60,9,0,0,False
3016,除名队员手续办理失败。,60,9,0,0,False
3017,没有“”的权限。,60,9,0,0,False
3018,退出部队手续办理失败。,60,9,0,0,False
3019,部队长无法退出部队。,60,9,0,0,False
3020,退出部队手续办理失败，现在已不是部队成员。,60,9,0,0,False
3021,获得部队组建书失败。,60,9,0,0,False
3022,部队名称存在问题。,60,8,0,0,False
3023,提交部队组建书失败。,60,9,0,0,False
3024,组建费用不足。,60,9,0,0,False
3025,撤销部队组建书失败。,60,8,0,0,False
3026,部队招待失败。,60,8,0,0,False
3027,部队招待失败，没有找到目标。,60,9,0,0,False
3028,无法向目标发送部队招待。,60,8,0,0,False
3029,无法发送部队招待，目标已经加入了其他部队。,60,8,0,0,False
3030,无法发送部队招待，现在没有加入任何部队。,60,9,0,0,False
3031,没有“”的权限。,60,9,0,0,False
3032,已向目标发送过部队招待。,60,8,0,0,False
3033,无法发送部队招待，目标所收到的招待已经到达最大数量。,60,9,0,0,False
3034,无法发送部队招待，目标正处于“忙碌中”状态。,60,9,0,0,False
3035,无法做出回应，该部队招待无效。,60,9,0,0,False
3036,加入部队手续办理失败。,60,9,0,0,False
3037,无法发送部队招待，部队成员已满。,60,9,0,0,False
3038,无法发送署名请求，现在已收集到三人的署名。,60,9,0,0,False
3039,无法发送部队招待，目标处于黑名单中。,60,8,0,0,False
3040,部队组建书署名不足。,60,9,0,0,False
3041,成功获得部队组建书,57,33,0,0,False
3042,成功组建“”部队。,57,32,0,0,False
3043,部队消息：成功组建“”部队。,69,1,0,0,False
3044,向发出了组建部队的署名请求。,57,1,0,0,False
3045,向“”部队的组建书进行了署名。,57,1,0,0,False
3046,拒绝了向“”部队的组建书进行署名。,57,1,0,0,False
3047,取消了对组建部队进行署名。,57,1,0,0,False
3048,撤销了对组建的部队的署名。,57,1,0,0,False
3049,撤销了对部队组建书的署名。,57,1,0,0,False
3050,“”部队取消了发来的组建部队署名请求。,57,1,0,0,False
3051,部队名已被其他部队使用。,60,9,0,0,False
3052,当前职业为能工巧匠或大地使者，无法执行此操作。,60,9,0,0,False
3053,收到了“”部队发来的组建部队署名请求。,57,33,1,0,False
3054,向部队组建书进行了署名。,57,33,0,0,False
3055,拒绝了向部队组建书进行署名。,57,33,0,0,False
3056,取消了向部队组建书进行署名。,57,33,0,0,False
3057,撤销了需要署名的部队组建书。,57,33,1,0,False
3058,,0,0,0,0,False
3059,,0,0,0,0,False
3060,,0,0,0,0,False
3061,部队消息：成功组建“”部队。,69,1,0,0,False
3062,部队更名为“”。,69,1,0,0,False
3063,将部队更名为“”。,69,1,0,0,False
3064,在改变部队名后30日内无法再次进行变更。,60,9,0,0,False
3065,,0,0,0,0,False
3066,,0,0,0,0,False
3067,撤销了部队组建书。,57,33,1,0,False
3068,部队消息：将任命为“”。,69,1,0,0,False
3069,部队消息：将“”委任给了。,69,1,0,0,False
3070,部队消息：更改了阶级“”的设置。,69,1,0,0,False
3071,部队消息：追加了“”阶级。,69,1,0,0,False
3072,部队消息：删除了“”阶级。,69,1,0,0,False
3073,部队消息：更改了阶级的序列。,69,1,0,0,False
3074,部队消息：就任为“”。,69,1,0,0,False
3075,部队消息：就任为“”。,69,1,0,0,False
3076,部队消息：更改了阶级“”的设置。,69,1,0,0,False
3077,部队消息：追加了“”阶级。,69,1,0,0,False
3078,部队消息：删除了“”阶级。,69,1,0,0,False
3079,,0,0,0,0,False
3080,部队消息：阶级名称已改为“”。,69,1,0,0,False
3081,部队消息：部队公告更新。,69,1,0,0,False
3082,部队消息：部队留言更新。,69,1,0,0,False
3083,部队消息：更新了部队公告。,69,1,0,0,False
3084,部队消息：更新了部队留言。,69,1,0,0,False
3085,部队消息：部队成员上线了。,70,1,0,0,False
3086,部队消息：部队成员下线了。,70,1,0,0,False
3087,"部队消息：部队公告
“”",69,1,0,0,False
3088,部队消息：将阶级名称更改为“”。,69,1,0,0,False
3089,更新部队公告失败。,60,9,0,0,False
3090,没有获得“”的权限。,60,9,0,0,False
3091,更新部队公告失败，公告内容存在问题。,60,9,0,0,False
3092,委任部队长失败。,60,9,0,0,False
3093,委任部队长失败，只有部队长本人能够委任部队长。,60,9,0,0,False
3094,委任部队长失败，目标不是部队成员。,60,9,0,0,False
3095,委任部队长失败，目标加入部队的时长不足。,60,9,0,0,False
3096,部队简称中存在问题。,60,9,0,0,False
3097,部队名称请控制在7个字符之内。,60,9,0,0,False
3098,部队名称不可使用空格作开头和结尾。,60,9,0,0,False
3099,部队名称不可使用连续空格。,60,9,0,0,False
3100,部队名称不可使用连续下划线。,60,9,0,0,False
3101,部队名称中存在无法使用的文字。,60,9,0,0,False
3102,部队名称不可使用纯符号。,60,9,0,0,False
3103,部队名称中存在无法使用的字词。,60,9,0,0,False
3104,部队简称请控制在2个字符之内。,60,9,0,0,False
3105,部队简称不可使用空格作开头和结尾。,60,9,0,0,False
3106,部队简称不可使用连续空格。,60,9,0,0,False
3107,部队简称不可使用连续下划线。,60,9,0,0,False
3108,部队简称中存在无法使用的文字。,60,9,0,0,False
3109,部队简称不可使用纯符号。,60,9,0,0,False
3110,部队简称中存在无法使用的字词。,60,9,0,0,False
3111,阶级名称更改失败，阶级名中存在问题。,60,9,0,0,False
3112,阶级名请控制在7个字符之内。,60,9,0,0,False
3113,阶级名不可使用空格作开头。,60,9,0,0,False
3114,阶级名不可使用空格作结尾。,60,9,0,0,False
3115,阶级名不可使用连续空格。,60,9,0,0,False
3116,阶级名中存在无法使用的字词。,60,9,0,0,False
3117,阶级名请控制在7个字符之内。,60,9,0,0,False
3118,阶级名不可使用空格作开头。,60,9,0,0,False
3119,阶级名不可使用空格作结尾。,60,9,0,0,False
3120,阶级名不可使用连续空格。,60,9,0,0,False
3121,阶级名中存在无法使用的字词。,60,9,0,0,False
3122,,0,0,0,0,False
3123,部队消息：部队等级提升为UNKNOWN级！,69,1,0,0,False
3124,部队消息：部队获得了新权限“”。,69,1,0,0,False
3125,部队消息：部队与的友好关系提升为“”。,69,1,0,0,False
3126,部队特效“”发动！,69,32,1,0,False
3127,部队消息：部队特效“”效果结束。,69,1,0,0,False
3128,部队消息：使用了部队特效“”。,69,1,0,0,False
3129,部队消息：使用了部队特效“”。,69,1,0,0,False
3130,部队消息：取消了部队特效“”的效果。,69,1,0,0,False
3131,部队消息：取消了部队特效“”的效果。,69,1,0,0,False
3132,部队消息：获得了新部队特效“”。,69,1,0,0,False
3133,部队消息：获得了新部队特效“”。,69,1,0,0,False
3134,部队消息：放弃了部队特效“”。,69,1,0,0,False
3135,部队消息：放弃了部队特效“”。,69,1,0,0,False
3136,部队消息：部队的简称已改为“”。,69,1,0,0,False
3137,部队消息：部队的简称已改为“”。,69,1,0,0,False
3138,部队消息：部队队徽已变更。,69,1,0,0,False
3139,部队消息：更改了部队队徽。,69,1,0,0,False
3140,,0,0,0,0,False
3141,,0,0,0,0,False
3142,部队消息：部队信息已更新。,69,33,0,0,False
3143,部队消息：更改了部队信息。,69,1,0,0,False
3144,部队消息：被任命为“”,69,1,0,0,False
3145,部队消息：部队储物柜的功能仍处于限制中。,69,33,0,0,False
3146,,0,0,0,0,False
3147,,0,0,0,0,False
3148,,0,0,0,0,False
3149,,0,0,0,0,False
3150,无法提升军衔，军票不足。,60,8,0,0,False
3151,正在发送任务参加申请，无法申请军队调动。,60,9,0,0,False
3152,,0,0,0,0,False
3153,成功向“”部队提交入队申请。,57,1,0,0,False
3154,收到了发来的入队申请。,69,32,0,0,False
3155,部队消息：收到了发来的入队申请。,69,1,0,0,False
3156,无法提交入队申请，已经加入到部队中。,60,8,0,0,False
3157,无法提交入队申请，“”部队已经关闭了申请。,60,8,0,0,False
3158,无法提交入队申请，“”部队收到的申请数量已达到上限。,60,8,0,0,False
3159,,0,0,0,0,False
3160,部队转籍失败。,60,9,0,0,False
3161,部队转籍所需金币不足。,60,9,0,0,False
3162,部队信息更新失败。,60,9,0,0,False
3163,没有“”的权限。,60,9,0,0,False
3164,部队队徽更改失败。,60,9,0,0,False
3165,没有“”的权限。,60,9,0,0,False
3166,只有在原始服务器且目标部队也在同一原始服务器时才能提交入队申请。,60,9,0,0,False
3167,撤销了向“”部队提交的入队申请。,57,1,0,0,False
3168,撤销了发来的入队申请。,69,32,0,0,False
3169,部队消息：撤销了发来的入队申请。,69,1,0,0,False
3170,加入了“”部队。,69,1,0,0,False
3171,部队消息：加入了“”部队。,69,1,0,0,False
3172,向“”部队提交的入队申请获得了批准。,57,1,0,0,False
3173,拒绝了发来的入队申请。,69,32,0,0,False
3174,部队消息：拒绝了发来的入队申请。,69,1,0,0,False
3175,向“”部队提交的入队申请被拒绝了。,57,1,0,0,False
3176,无法批准申请，部队的成员数量已达到上限。,60,8,0,0,False
3177,无法批准申请，部队仍未正式成立。,60,8,0,0,False
3178,入队申请被拒绝，“”部队已经解散了。,57,1,0,0,False
3179,无法发送部队招待，已向其他部队提交入队申请。,60,8,0,0,False
3180,目前无法使用目标的功能，请稍后再试。,60,8,0,0,False
3181,向部队提交的入队申请被拒绝了。,57,1,0,0,False
3182,向部队提交的入队申请被批准了。,57,1,0,0,False
3183,无法处理入队申请。,60,8,0,0,False
3184,留言中含有无法使用的字符。,60,8,0,0,False
3185,已经发送过入队申请了。,60,8,0,0,False
3186,无法提交入队申请，目标部队收到的申请数量已达到上限。,60,8,0,0,False
3187,已经加入到部队中了。,60,8,0,0,False
3188,目标部队当前关闭了申请。,60,8,0,0,False
3189,处理入队申请失败。,60,8,0,0,False
3190,无法撤销入队申请，原本就没有发送过申请。,60,8,0,0,False
3191,处理入队申请失败。,60,8,0,0,False
3192,批准入队申请失败。,60,8,0,0,False
3193,无法批准入队申请，对方已接受其他部队招待。,60,8,0,0,False
3194,无法发送部队招待，对方已向其他部队提交了入队申请。,60,8,0,0,False
3195,由于长期缺席，自己被任命为“”。,57,32,0,0,False
3196,部队消息：由于长期缺席，自己被任命为“”。,69,1,0,0,False
3197,由于长期缺席，“”权限已转给其他人。,57,32,0,0,False
3198,部队消息：由于长期缺席，“”权限已转给其他人。,69,1,0,0,False
3199,无法解散部队，有非部队成员提交了入队申请。,60,8,0,0,False
3200,,0,0,0,0,False
3201,荆棘森之主呼唤出了同伴。,57,33,0,0,False
3202,荆棘森之主发动了“怒发冲冠”。,57,33,0,0,False
3203,Player Player打通了“第七脉轮”！,57,33,0,0,False
3204,激烈的战斗令“原初的勇猛”具现化了……,57,33,0,0,False
3205,心与心的碰撞令“原初的勇猛”与“原初的愤怒”双双具现化了……,57,33,0,0,False
3206,阿尔德里克掉落了龙眼念锁。,57,33,0,0,False
3207,“龙之力”缠绕住了Player Player……,57,33,0,0,False
3208,获得了“龙眼念锁”！,57,33,0,0,False
3209,双足飞龙飞走了……,57,33,0,0,False
3210,大元灵的愤怒稍微有些平息了下来……,57,33,0,0,False
3211,大元灵的愤怒进一步平息了……,57,33,0,0,False
3212,“超越之力”令Player Player突破了自身的极限！,57,33,0,0,False
3213,Player Player的体力正在恢复！,57,33,0,0,False
3214,解开了帕帕力莫的绳子！,57,33,0,0,False
3215,解开了于里昂热的绳子！,57,33,0,0,False
3216,魔导先锋周围的魔导结界解除了……,57,33,0,0,False
3217,距离爆炸还有15秒……,57,33,0,0,False
3218,距离爆炸还有10秒……,57,33,0,0,False
3219,距离爆炸还有5秒……,57,33,0,0,False
3220,“龙咒”缠绕住了埃斯蒂尼安……,57,33,0,0,False
3221,埃斯蒂尼安的“龙之力”失控了……,57,33,0,0,False
3222,伊弗利特之灵召唤出了“红莲之楔”！,57,33,0,0,False
3223,获得了“克·莉霞的魔导书”！,57,33,0,0,False
3224,冬贝利流浪者发动了“大家的怨恨”！,57,33,0,0,False
3225,魔法阵对Player Player附加了“受伤减轻”的效果！,57,33,0,0,False
3226,魔导装甲超频了！,57,33,0,0,False
3227,特里斯坦吸收了贝利亚斯之灵的力量！,57,33,0,0,False
3228,双足飞龙的“勇气”令海德拉获得了“伤害提高”的效果！,57,33,0,0,False
3229,现在不是闲聊的时候！,58,16,0,0,False
3230,友好关系提升为“”。,57,33,0,0,False
3231,与“”的友好度提升了UNKNOWN点。,57,33,0,0,False
3232,与“”的友好度已经到达了上限。,60,33,0,0,False
3233,与保护目标走散了……,57,17,0,0,False
3234,由于劳累而掉落了……,57,17,0,0,False
3235,目标处于视野之外。,60,8,0,0,False
3236,目标的位置过高。,60,8,0,0,False
3237,目标的位置过低。,60,8,0,0,False
3238,战斗已经开始。,60,8,0,0,False
3239,现在无法开始战斗。,60,8,0,0,False
3240,察觉到了敌人的气息！,58,17,0,0,False
3241,打倒出现的敌人之后才能进行下一步动作。,60,8,0,0,False
3242,现在无法查看地图。,58,17,0,0,False
3243,“邮递员”职业升到了UNKNOWN级？！,57,33,0,0,False
3244,交纳了×UNKNOWN，获得了UNKNOWN点贡献值。,57,33,0,0,False
3245,动作中断，供应委托列表已更新。,57,33,0,0,False
3246,距黑之棺爆炸还有90秒……,57,33,0,0,False
3247,距黑之棺爆炸还有60秒……,57,33,0,0,False
3248,距黑之棺爆炸还有30秒……,57,33,0,0,False
3249,距黑之棺爆炸还有20秒……,57,33,0,0,False
3250,距黑之棺爆炸还有10秒……,57,33,0,0,False
3251,距黑之棺爆炸还有5秒……,57,33,0,0,False
3252,异端者的足迹继续向北边延伸……,57,33,0,0,False
3253,异端者的足迹继续向北边延伸……,57,33,0,0,False
3254,雷电龙头出现了！,57,33,0,0,False
3255,寒冰龙头出现了！,57,33,0,0,False
3256,炎天座的奥秘“均衡”与命运交叉了！,57,33,0,0,False
3257,水天座的奥秘“水瓶”与命运交叉了！,57,33,0,0,False
3258,风天座的奥秘“箭矢”与命运交叉了！,57,33,0,0,False
3259,土天座的奥秘“主干”与命运交叉了！,57,33,0,0,False
3260,雷天座的奥秘“巨塔”与命运交叉了！,57,33,0,0,False
3261,冰天座的奥秘“长枪”与命运交叉了！,57,33,0,0,False
3262,东侧对龙加农炮被破坏了……,57,33,0,0,False
3263,西侧对龙加农炮被破坏了……,57,33,0,0,False
3264,东侧对龙加农炮受到了攻击！,57,33,0,0,False
3265,东侧对龙加农炮快被破坏了！,57,33,0,0,False
3266,西侧对龙加农炮受到了攻击！,57,33,0,0,False
3267,西侧对龙加农炮快被破坏了！,57,33,0,0,False
3268,南侧对龙加农炮受到了攻击！,57,33,0,0,False
3269,南侧对龙加农炮快被破坏了！,57,33,0,0,False
3270,Player Player的太阴第七脉轮就快打开了……,57,33,0,0,False
3271,Player Player的气在不断攀升！,57,33,0,0,False
3272,"Player Player的体力降到了50%以下，
痛楚令新的影子诞生了……",57,33,0,0,False
3273,南侧对龙加农炮被破坏了……,57,33,0,0,False
3274,提达尔格兰什正在遭到攻击！,57,33,0,0,False
3275,提达尔格兰什快撑不住了……,57,33,0,0,False
3276,暗黑之力充满了全身……,57,33,0,0,False
3277,快要被黑暗之力吞噬了……,57,33,0,0,False
3278,溢出的黑暗之力攻了过来！,57,33,0,0,False
3279,负面感情再次实体化了！,57,33,0,0,False
3280,静心感受，能看到巴哈姆特的以太了！,57,33,0,0,False
3281,在战斗中对巴哈姆特的龙炎进行了想象！,57,33,0,0,False
3282,静心感受，能看到巴哈姆特的以太了！,57,33,0,0,False
3283,在战斗中对巴哈姆特的龙翼进行了想象！,57,33,0,0,False
3284,静心感受，能看到巴哈姆特的以太了！,57,33,0,0,False
3285,在战斗中对巴哈姆特的龙爪进行了想象！,57,33,0,0,False
3286,在战斗中对巴哈姆特的龙鳞进行了想象！,57,33,0,0,False
3287,在战斗中对巴哈姆特的龙牙进行了想象！,57,33,0,0,False
3288,在战斗中对巴哈姆特的龙吼进行了想象！,57,33,0,0,False
3289,成功令巴哈姆特之力附体了！,57,33,0,0,False
3290,得到了风天座奥秘的祝福！,57,33,0,0,False
3291,得到了水天座奥秘的祝福！,57,33,0,0,False
3292,得到了“魔导装置的认证密钥”！,57,33,0,0,False
3293,"能感觉到大妖异的以太，
它曾经来过这里……",57,33,0,0,False
3294,"能感觉到大妖异的以太，
它之前来过这里……",57,33,0,0,False
3295,"能感觉到大妖异的以太，
它刚刚来过这里……",57,33,0,0,False
3296,"感觉到了不同的气息，
大妖异的眷属攻过来了！",57,33,0,0,False
3297,心与心的碰撞令“原初的愤怒”具现化了……,57,33,0,0,False
3298,活动已结束，操作中断。,60,9,0,0,False
3299,,0,0,0,0,False
3300,无法进行该操作，没有加入任何部队。,60,8,0,0,False
3301,无法取消，没有加入任何部队。,60,8,0,0,False
3302,没有“”的权限。,60,8,0,0,False
3303,没有“”的权限。,60,8,0,0,False
3304,没有“”的权限。,60,8,0,0,False
3305,没有“”的权限。,60,8,0,0,False
3306,没有“”的权限。,60,8,0,0,False
3307,操作已取消，没有“”的权限。,60,8,0,0,False
3308,无法进行该操作，没有撤除的权限。,60,8,0,0,False
3309,无法进行该操作，当前权限为“”。,60,8,0,0,False
3310,操作已取消，当前权限为“”。,60,8,0,0,False
3311,没有“”的权限。,60,8,0,0,False
3312,无法完成交易，这块土地已经签约了。,60,8,0,0,False
3313,无法完成交易，无法购买更多土地。,60,8,0,0,False
3314,无法完成交易，所持金币不足。,60,8,0,0,False
3315,无法放弃土地，必须先回收家具庭具，并拆除房屋。,60,8,0,0,False
3316,无法建设，房屋类型与土地不符。,60,8,0,0,False
3317,无法建设，房屋尺寸与土地不符。,60,8,0,0,False
3318,无法建设，土地上已有房屋建设完成。,60,8,0,0,False
3319,无法拆除房屋，必须先回收家具庭具。,60,8,0,0,False
3320,无法拆除房屋，背包已满。,60,8,0,0,False
3321,无法进行该操作，土地上没有建设房屋。,60,8,0,0,False
3322,操作已取消，土地上的房屋已被拆除。,60,8,0,0,False
3323,无法进行该操作，其他玩家正在进行布置。,60,8,0,0,False
3324,无法布置到这个位置。,60,8,0,0,False
3325,无法布置更多设备。,60,8,0,0,False
3326,无法回收，背包已满。,60,8,0,0,False
3327,无法进行该操作，其他玩家正在使用中。,60,8,0,0,False
3328,操作已取消，其他玩家正在使用中。,60,8,0,0,False
3329,操作已取消，其他玩家已经回收了该物品。,60,8,0,0,False
3330,无法书写留言，留言本已满。,60,8,0,0,False
3331,无法进行该操作，必须先进入到所有地范围内。,60,8,0,0,False
3332,该场所无法进行该操作。,60,8,0,0,False
3333,无法进行该操作，其他玩家正在进行回收。,60,8,0,0,False
3334,没有“”的权限。,60,8,0,0,False
3335,修改房屋名称失败。,60,8,0,0,False
3336,修改问候语失败。,60,8,0,0,False
3337,更改访客权限设置失败。,60,8,0,0,False
3338,房屋操作处理失败。,60,8,0,0,False
3339,无法进行该操作，房屋中还有其他玩家。,60,8,0,0,False
3340,房屋功能已被锁定。,57,33,0,0,False
3341,房屋功能已经解除锁定。,57,33,0,0,False
3342,房屋功能已被锁定。,69,33,0,0,False
3343,房屋功能已经解除锁定。,69,33,0,0,False
3344,无法进行该操作，房屋功能正处于锁定状态。,60,8,0,0,False
3345,没有“”的权限。,60,8,0,0,False
3346,无法进入，该住房属于其他玩家。,60,8,0,0,False
3347,无法进入，这块土地上还没有建设房屋。,60,8,0,0,False
3348,无法布置更多这种家具。,60,8,0,0,False
3349,无法布置更多这种庭具。,60,8,0,0,False
3350,购买了第UNKNOWN区UNKNOWN号土地。,57,33,0,0,False
3351,放弃了第UNKNOWN区UNKNOWN号土地。,57,33,0,0,False
3352,第UNKNOWN区UNKNOWN号土地已被自动放弃。,69,32,0,0,False
3353,将“”建设到了第UNKNOWN区UNKNOWN号土地上。,69,32,0,0,False
3354,拆除了“UNKNOWN”。,57,33,0,0,False
3355,无法进行装饰，该配件类型与当前房屋不搭配。,60,8,0,0,False
3356,无法进行装饰，该配件尺寸与当前房屋不搭配。,60,8,0,0,False
3357,该物品无法设置到室内。,60,8,0,0,False
3358,该物品无法设置到室外。,60,8,0,0,False
3359,操作已取消，没有“”的权限。,60,8,0,0,False
3360,部队消息：购买了第UNKNOWN区UNKNOWN号土地。,69,1,0,0,False
3361,部队消息：放弃了第UNKNOWN区UNKNOWN号土地。,69,1,0,0,False
3362,部队消息：第UNKNOWN区UNKNOWN号土地已被自动放弃。,69,1,0,0,False
3363,部队消息：将“”建设到了第UNKNOWN区UNKNOWN号土地上。,69,1,0,0,False
3364,部队消息：拆除了“”。,69,1,0,0,False
3365,购买了第UNKNOWN区UNKNOWN号土地。,69,33,0,0,False
3366,放弃了第UNKNOWN区UNKNOWN号土地。,69,33,0,0,False
3367,第UNKNOWN区UNKNOWN号土地已被自动放弃。,69,32,0,0,False
3368,将“”建设到了第UNKNOWN区UNKNOWN号土地上。,69,32,0,0,False
3369,拆除了“”。,69,33,0,0,False
3370,部队消息：购买了第UNKNOWN区UNKNOWN号土地。,69,1,0,0,False
3371,部队消息：放弃了第UNKNOWN区UNKNOWN号土地。,69,1,0,0,False
