#,Message,ChoicesText[0],ChoicesText[1],ChoicesText[2],ChoicesText[3],ChoicesText[4],ChoicesText[5],ChoicesText[6],ChoicesText[7],ChoicesText[8],ChoicesText[9],NextTalk,ActionTimeline,ChoicesTalk[0],ChoicesTalk[1],ChoicesTalk[2],ChoicesTalk[3],ChoicesTalk[4],ChoicesTalk[5],ChoicesTalk[6],ChoicesTalk[7],ChoicesTalk[8],ChoicesTalk[9],Unknown23,Unknown24,Unknown25,Unknown26,Unknown27
164,"糟、糟糕了……
捣乱的小魔精变成了我的样子在附近徘徊！",,,,,,,,,,,165,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
165,"请找到外貌跟我一模一样的人，
对其使用这个特制烟球，让小魔精现出原形！
注意不要和与我长得相似的人弄混……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
166,"我有一事相求，
有只小魔精好像变成了我的样子在附近徘徊……",,,,,,,,,,,167,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
167,"请找到外貌跟我一模一样的人，
对其使用这个特制烟球，揭露小魔精的原形！
请注意，一定要跟我完全一样才行。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
168,"我想要拜托你一件事啊！
有只捣乱的小魔精变成了我的样子在附近逃窜，
我希望你能帮我把它找出来！",,,,,,,,,,,169,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
169,"找到外貌与我一样的人后，
就用这特制烟球好好教训它一番，
首先，你需要先确认好我的外貌！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
170,"请问，你有没有在附近看到和我长得一样的人？
我正在找一只小魔精，
你说它变谁不好，非要变成我逃跑！",,,,,,,,,,,171,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
171,"这个特制烟球你拿好，
用它的话就可以让小魔精现出原形了！
拜托了，请用烟球砸向外貌跟我一样的家伙！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
172,"那个，金碟游乐场的人委托我找一只小魔精，
结果这只小魔精变成了我的样子逃跑了！",,,,,,,,,,,173,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
173,"请找到外貌跟我一样的人，
对其使用这特制烟球，使小魔精现出原形。
确认好我的外貌后就去找小魔精吧！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
174,"在这金碟游乐场混进了一只会换肤的小魔精，
最糟糕的是它变成了我的模样在附近徘徊！",,,,,,,,,,,175,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
175,"请找到外貌跟我一样的冒险者，
对其使用特制烟球，让小魔精现出原形！
注意不要对长得相似的人用这烟球……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
176,"哎呀呀，这下糟糕了。
有只小魔精变成了我的样子在附近徘徊呢。",,,,,,,,,,,177,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
177,"能不能请你帮忙找出外貌跟我一模一样的女孩子啊？
对小魔精用这特制烟球应该就可以让它现出原形了，
拜托你了！大姐姐！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
178,"嗯……我有事想要拜托你啊……
能不能在那些奇怪的冒险者当中，
找出外观与我一样的人？",,,,,,,,,,,179,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
179,"有只拥有变身能力的小魔精变成我的样子跑掉了……
拜托你，找到后就用这特制烟球砸它！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
180,"那个，我有件事想拜托你……
其实，有只小魔精变成了我的样子藏在这游乐场里，
估计是想要捉弄别人搞恶作剧。",,,,,,,,,,,181,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
181,"请你找出外貌跟我一模一样的人，
并对其使用这特制烟球，让小魔精现出原形。
拜托你了！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
182,"你有没有看到过我啊？
有只小魔精变成了我的样子在附近徘徊，
虽说是工作，但自己找自己实在感觉别扭。",,,,,,,,,,,183,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
183,"拜托你找出外貌与我一模一样的人，
并对其使用这特制烟球，让小魔精现出原形。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
184,"啧啧，找不到啊……
有只小魔精利用换肤变成了我的样子。",,,,,,,,,,,185,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
185,"能不能请你找到外观和我一样的人？
并用这个特制烟球让小魔精现出原形。
还请注意不要伤害到与我长得相似的人。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
186,"……变得麻烦了呢。
本来想抓住跑进这里的小魔精，
结果它却变成了我的样子逃跑了。",,,,,,,,,,,187,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
187,"小魔精的外貌应该与我一模一样才对，
请你找出与我外貌一样的人，
然后对其使用特制烟球，让小魔精现出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
188,"该死！可恶的小魔精！
你要没事也帮我找找那只恶作剧的小魔精。
你说它变谁不好，非要变成我的样子逃跑。",,,,,,,,,,,189,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
189,"拜托你找到外貌与我一模一样的家伙，
然后对其使用特制烟球，教训教训那小混蛋！
千万别跟与我长得相似的人弄混！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
190,"我……长得有那么丑么……
其实我在追一只小魔精，可它却变成了我的模样，
结果我被我的样子震撼到了，导致小魔精逃走了……",,,,,,,,,,,191,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
191,"自己找自己也怪难受的……
拜托你找出外貌与我一样的冒险者，并对其使用特制烟球，
让小魔精现出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
192,"你听我说……
有只捣乱的小魔精用换肤变成了我的样子！",,,,,,,,,,,193,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
193,"很过分对吧！
大姐姐，拜托你了，找出变成我样子的小魔精，
并对它使用特制烟球，让它现出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
194,"请问，你有没有在附近看到和我长得一样的人？
有只小魔精变成了我的样子在附近徘徊才对，
找了很久都没找到，愁死了。",,,,,,,,,,,195,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
195,"可以的话能不能也请你帮忙找找那只小魔精……
然后用这特制烟球教训教训它，
不过附近有好多人与我打扮相似，还请多注意。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
196,"哇……怎么办啊……
捣蛋的小魔精逃跑了……
而且还是变成了我的样子逃跑的……",,,,,,,,,,,197,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
197,"如果有谁被恶作剧了，遭殃的是我……
求你了，请找出小魔精并对其使用特制烟球，
让它现出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
198,"哎……捣乱的小魔精还真是让人伤脑筋呢……
本以为能抓住它了，可没想到它却变成了我的样子逃跑了……
我已经不行了……",,,,,,,,,,,199,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
199,"请你找出外貌与我一模一样的人，
并对其使用特制烟球，好好教训小魔精一番。
还请仔细观察我的特征，找出一模一样的人。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
200,"啊……跟丢了……
大姐姐，可以的话请帮帮我吧！
我正在找一只小魔精，它变成了我的样子。",,,,,,,,,,,201,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
201,"小魔精变得和我一模一样，请你把它找出来，
并对其使用特制烟球，让小魔精现出原形！
拜托你啦！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
202,"该死！本来说捕获一只爱捣乱的小魔精，
结果却被它跑掉了，还变成了我的样子……
真是狡猾的妖异！",,,,,,,,,,,203,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
203,"抱歉，能不能请你找出变成我样子的小魔精？
然后用这特制烟球让它现出原形。
这附近好像有长得与我相似的人，还请多注意……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
204,"我刚要抓住小魔精的时候，它却突然变成了绝世美女……
我仔细一看那位绝世美女，没想到竟然是我自己！
看来小魔精是变成了我的样子！",,,,,,,,,,,205,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
205,"请你找出小魔精，对其使用这特制烟球，让它现出原形！
绝世美女有我一个就够了！请不要手软！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
206,"我正在追捕溜进这里的小魔精……
结果它却变成了我的样子逃跑了……",,,,,,,,,,,207,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
207,"真是抱歉，能不能请你帮忙找一下外貌与我一模一样的人？
找到了的话就对其使用这特制烟球，让它现出原形。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
208,"我算是服了这捣乱的小魔精……
它竟然变成了我的样子……
你能不能帮我找出小魔精啊？",,,,,,,,,,,209,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
209,"如果找到了的话，就对其使用这特制烟球。
如果真是小魔精的话，它就会变回原本的模样了……
还请注意不要跟与我相似的人弄混。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
210,"总感觉大家在用奇怪的目光看我……
好像是因为有只小魔精变成了我的样子在捣乱……
能不能请你在它把事情弄大之前把它找出来？",,,,,,,,,,,211,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
211,"如果看到外貌跟我一样的女性，就对它用这个特制烟球，
这样它就会变回原形了，大家也就知道捣乱的人不是我了！
只是要注意别对与我相似的普通人使用这个烟球……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
212,"该死！可恨的小魔精！
竟然变成了我的样子胡搞瞎搞！
请你帮我找出变成了我的样子的小魔精！",,,,,,,,,,,213,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
213,"切记，要找的是外貌与我一模一样的人！
找到后就用这个特制烟球砸它！
我要让它后悔变成了我的样子！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
214,"我在追捕小魔精的时候，它竟然变成了我的样子……
结果我被英俊潇洒的自己迷得神魂颠倒，
不小心让小魔精跑掉了……",,,,,,,,,,,215,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
215,"不能就这么放置不管……拜托你找出与我一样英俊的美男子，
然后用这个特制烟球让小魔精现出原形……
虽然我觉得没有像我这么俊俏的人了，不过还是要注意相似的人……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
216,"拥有换肤能力的小魔精变成了我的样子在附近徘徊……
要是它以我的样子做了坏事就不好了！
能不能在它做坏事之前帮我找到它？",,,,,,,,,,,217,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
217,"不知为何，有很多与我相似的人……我自己也晕了……
请你找到跟我长得一模一样，衣着也一样的人，
对其使用特制烟球，让小魔精现出原形！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
218,"捣乱的小魔精变成了我的样子在到处恶作剧……
这里客人很多，我想抓它也抓不住……
请你帮我找出那只小魔精好不好？",,,,,,,,,,,219,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
219,"它的样子与我一模一样才对，
找到后就用这个特制烟球让它现出原形……
还请注意不要伤及到仅仅相似的人……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
220,"该死的小魔精，刚要抓住它的时候，它却变成了我的样子……
结果我被那高大的身躯所吓倒……使得小魔精跑掉了……
它应该还在附近才对，能不能帮我把它找出来？",,,,,,,,,,,221,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
221,"请你去找出外貌与我一模一样的人……
然后用这特制烟球使它现出原形……
不用害怕，看着壮那都是假的……",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
222,"你有没有看到过另一个我啊？
好像有只小魔精变成了我的样子在附近徘徊……
我想在它用我的样子做坏事之前抓住它！",,,,,,,,,,,223,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
223,"它应该有着跟我一样的外貌……
找到的话就用这特制烟球使它现出原形！
最近与我长得像的人很多，不要弄错哦。",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
224,"不好了不好了！小魔精变成了我的样子跑掉了！
如果它在这游乐场里瞎搞的话，我就要破产了！",,,,,,,,,,,225,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
225,"必须快点抓住它才行，请你找到和我外貌完全一致的人，
并对它使用这特制烟球，让小魔精现出原形！
哎呀呀，真是糟糕了，不快点的话！！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
226,"咳咳！
这里还有用烟球砸人的游戏吗？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
227,"喵！
喵哈哈哈，好多烟喵！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
228,"哎呀！
金碟游乐场居然有这么过激的游戏啊……咳……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
229,"哇……原来如此……我知道了，
原来你就是大家说的那只小魔精啊……
要是再这么捣乱的话……我就把你交到妖异猎人手里！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
230,"……咳！
呜呜……有什么事请动嘴不要动手喵……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
231,"哇……这是什么……
我知道了，是为了让我变得更受瞩目的活动吧！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
232,"……呸，
原来还有这样的活动啊。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
233,"咳咳……
原来是为了看我受惊的这一幕，
所以大家才一直偷偷观察我的啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
234,"哎？哎哎？
……我做什么了吗？
真是吓死我了！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
235,"呀！
你向我搭话就是为了对我做恶作剧吗？
真是过分！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
236,"咳咳……
……这、这也是一种游戏？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
237,"哈啊！
……嘎哈哈！
竟然从正面向我扔烟球，真是有意思！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
238,"嗯嗯……这是什么娱乐活动吗？
完全不知道发生了什么，总之好厉害！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
239,"哇！吓死我了！
这到底是什么娱乐活动啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
240,"喂、喂！你这是干嘛啊？
我什么都看不见了啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
241,"这是什么味道？
看来不是普通的烟球啊……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
242,"咳咳咳……
……从没听过还有用烟球欢迎别人的。
不愧是金碟游乐场，玩法新奇！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
243,"呸呸……
……嘿，我说怎么感觉有人老盯着我，
原来要对我做恶作剧啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
244,"发生了什么……
总感觉大家都在盯着我啊……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
245,"……你老盯着我的脸看什么看？
上面有什么吗？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
246,"哈哈，金碟游乐场还真是有趣。
……不过，总感觉有人在盯着我。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
247,偶尔来这里休息休息也不错啊……,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
248,是我的错觉么？怎么感觉大家都在看我。,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
249,"总感觉大家都在注视着我……
哼哼，太美也是一种罪啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
250,这是怎么回事？总感觉有人在盯着我……,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
251,"在这里总感觉时间过得很快，
你也这么觉得吧。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
252,"都说这附近藏着一只喜欢捣乱的小魔精，
真的有么？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
253,"嗯！！今天要好好玩一玩！
哼哼哼，谁也别想打搅我！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
254,"哇哇！金碟游乐场……
我只听过传闻，没想到这么赞……
今天要玩个够！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
255,"难道说……我的举止很奇怪？
要注意不能被其他人看出来我是乡下来的才行……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
256,总感觉有人盯着我，好难受……,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
257,"这么豪华的地方我还是第一次看见。
真是太棒了。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
258,"今天我要痛快地玩一场！
不过从什么开始呢，真头疼。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
259,"哈哈哈哈哈！
这地方太好玩了喵！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
260,"就算在金碟游乐场玩一整天都不会腻啊。
嗯，接下来去玩什么呢？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
261,"真没想到捣乱的小魔精潜入游乐场里了啊。
我难得玩得这么开心，可别扫了我的兴。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
262,"总觉得自己被注视着喵。
……是我的错觉吗喵？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
263,"虽然可能是我想太多了，
但总觉得大家都在盯着我啊……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
264,"真是个热闹的地方啊。
既然如此，就算有妖异混入了人群中，也没有人知道吧。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
265,"总觉得我被人瞟了好几眼。
究竟是怎么回事……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
266,"我总觉得有人在盯着我。
虽说我觉得自己并没有做什么引人注目的事吧。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
267,"你、你也找我有事？！
刚刚就好多莫名其妙的人过来跟我搭话，还盯着我的脸看……
总觉得有点可怕……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
268,"有这么多好玩的娱乐设施，
究竟从哪个玩起呢，好纠结……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
269,啊哈哈，太开心了，笑得停不下来了！,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
270,"我说，你知道这是怎么一回事吗？
总感觉自己在被各种各样的家伙盯着看……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
271,"难道说，我很引人注目？
大家终于发现我的魅力了啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
272,"我感受到了奇怪的气息……
难道有什么不是人类的东西混入了这里？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
273,"好像有捣乱的小魔精混入了这里啊。
别担心，要是让我发现了我会把它收拾掉的！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
274,"嗯，这里就是金碟游乐场啊……
跟我听说的一样，是个热闹又欢乐的地方。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
275,"你为什么一直盯着我看？
难道说你知道我中了大奖？
哼，别想从我这拿到一枚金碟币，求我也没用！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
276,要进行挑战吗？,是,否,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
277,要进行挑战吗？,是,否,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
278,今天就忘记冒险的事，先玩个痛快吧。,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
279,"捣乱的小魔精似乎就在这附近啊。
真是的，这妖异净给人找麻烦。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
280,"有好多人都在盯着我看……
究竟发生了什么，我不记得我做过什么引人注目的事……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
281,"竞赛陆行鸟成长后能力值也会上升，
这样就可以参加级别更高的竞赛，挑战更厉害的对手！",,,,,,,,,,,290,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
282,"“竞赛道具”是一种特殊的道具，
只能在竞赛过程中使用！",,,,,,,,,,,294,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
283,"那么竞赛道具究竟都有哪些呢？
我就来为你说明一下吧！",,,,,,,,,,,296,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
284,"竞赛陆行鸟可以使用名为竞赛能力的特殊技能。
如果能将其灵活运用，便可以让自己在竞赛中处于有利地位！",,,,,,,,,,,306,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
285,"广阔的大自然就是陆行鸟竞赛的赛场。
竞赛时的天气也是多变的，有时会放晴有时也会下雨。",,,,,,,,,,,308,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
286,"参加陆行鸟竞赛也可以获得金碟币，
你有机会的话也一定要来试试啊！",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
287,"竞赛陆行鸟的主人被称为“训练师”，
但是每位训练师只能登记一只竞赛陆行鸟。
敬请注意！",,,,,,,,,,,288,0,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
288,"但是，如果让已经登记过的竞赛陆行鸟退役的话，
就能登记其他的竞赛陆行鸟了。
可以在训鸟师那里办理退役手续。",,,,,,,,,,,293,0,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
289,"我会根据你的竞赛陆行鸟的能力为你介绍相应级别的竞赛，
你可以从中选择想要参加的竞赛提出参赛申请！ ",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
290,"根据竞赛陆行鸟的综合能力值——“羽力”的差异，
其能参加的竞赛级别也有所不同。",,,,,,,,,,,291,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
291,"竞赛陆行鸟的羽力越高，就能参加更高级别的竞赛。
但当羽力超过了各竞赛级别的上限时，
则无法再参加低级别的竞赛。",,,,,,,,,,,292,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
292,"从快捷指令的“金碟游乐场”选择“陆行鸟”，
可以查看竞赛陆行鸟目前的羽力。",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
293,"顺便说一句，如果想要购买陆行鸟出赛登记书的话，
就去找弯枝牧场的陆行鸟伯乐吧！",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
294,"如果可以灵活运用竞赛道具的话，
在竞赛中说不定可以一下子扭转形势呢！
在竞赛时得到了竞赛道具后，就积极地使用它吧！",,,,,,,,,,,295,0,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
295,"参加竞赛时，可以在赛道内获得竞赛道具。
获得的竞赛道具会被设置到专用的热键栏上，
在竞赛时可以随时使用。",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
296,"“陆行鸟恢复药”
可以恢复竞赛陆行鸟体力最大值的10%。",,,,,,,,,,,297,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
297,"“体力之药”
体力恢复1，使用后10秒以内不会消耗陆行鸟的体力。",,,,,,,,,,,298,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
298,"“陆行鸟跑鞋”
使用后竞赛陆行鸟会开始全力奔跑。",,,,,,,,,,,299,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
299,"“陆行鸟以太药”
可以将已经使用过的一种能力恢复到可再次使用状态。",,,,,,,,,,,300,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
300,"“重力球”
让跑在自己前面的竞赛陆行鸟陷入加重状态。",,,,,,,,,,,301,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
301,"“酒神之水”
让跑在自己前面的竞赛陆行鸟暂时陷入失控状态，
在消耗体力的同时不停地加速。",,,,,,,,,,,302,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
302,"“荆棘种子”
在自身周围生成结界，
消耗其他进入范围内的竞赛陆行鸟的体力。",,,,,,,,,,,303,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
303,"“英雄药”
15秒以内自己的竞赛陆行鸟的能力上升，
并使所有弱化效果状态无效化。",,,,,,,,,,,481,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
304,"“陆行鸟陨石”
向跑在自己前面的所有竞赛陆行鸟降下陆行鸟陨石。",,,,,,,,,,,305,0,0,0,0,0,0,0,0,0,0,0,1,7,2,True,False
305,"……嗯，差不多就是这样了。
你实际去参加竞赛的话，就会自然而然地记住了。
所以现在不用勉强自己全都记下来的！",,,,,,,,,,,119,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
306,"“竞赛能力”分为2种。
一种是只要学会就有效的能力，
另外一种则是需要在竞赛中抓住时机下达指令后使用。",,,,,,,,,,,307,0,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
307,"需要下达指令才能使用的竞赛能力，
在竞赛中只能使用一次，
所以要抓住时机谨慎地使用啊！",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
308,"至于陆行鸟偏爱哪种天气，都是由陆行鸟的性格决定的。
既然有陆行鸟在晴天竞赛时发挥得好一些，
当然也会有陆行鸟喜欢在雨中奔跑……",,,,,,,,,,,309,0,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
309,"当自己的竞赛陆行鸟在它不擅长的天气参赛时，
会比平时更容易陷入苦战！",,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
310,"看来你已经确认过基本的骑乘方法了！
好好培养你的竞赛陆行鸟，努力参加更高级别的竞赛吧！",,,,,,,,,,,316,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
311,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
